iter	Passed	Remaining
1676	23816	78423
1677	23829	78402
1678	23844	78391
1679	23856	78371
1680	23870	78356
1681	23883	78340
1682	23899	78330
1683	23912	78313
1684	23923	78287
1685	23937	78271
1686	23950	78254
1687	24031	78459
1688	24048	78452
1689	24061	78436
1690	24075	78418
1691	24087	78397
1692	24103	78389
1693	24119	78382
1694	24132	78363
1695	24146	78346
1696	24160	78332
1697	24176	78323
1698	24188	78303
1699	24202	78289
1700	24217	78277
1701	24232	78263
1702	24244	78244
1703	24258	78227
1704	24272	78211
1705	24285	78196
1706	24298	78175
1707	24312	78161
1708	24327	78149
1709	24341	78133
1710	24354	78116
1711	24369	78104
1712	24381	78083
1713	24393	78060
1714	24405	78039
1715	24418	78022
1716	24433	78010
1717	24449	78002
1718	24463	77987
1719	24476	77970
1720	24491	77957
1721	24508	77951
1722	24520	77931
1723	24535	77920
1724	24549	77904
1725	24564	77893
1726	24580	77882
1727	24592	77862
1728	24605	77842
1729	24618	77825
1730	24634	77815
1731	24652	77813
1732	24667	77802
1733	24683	77794
1734	24707	77810
1735	24722	77798
1736	24742	77803
1737	24760	77801
1738	24774	77785
1739	24789	77773
1740	24801	77751
1741	24816	77739
1742	24829	77722
1743	24844	77708
1744	24857	77692
1745	24874	77686
1746	24888	77670
1747	24901	77654
1748	24913	77632
1749	24926	77614
1750	24937	77588
1751	24948	77566
1752	24959	77542
1753	24972	77521
1754	24983	77497
1755	24993	77472
1756	25006	77453
1757	25018	77432
1758	25093	77607
1759	25106	77588
1760	25117	77564
1761	25129	77541
1762	25140	77517
1763	25152	77497
1764	25165	77478
1765	25176	77455
1766	25188	77431
1767	25202	77416
1768	25213	77394
1769	25226	77374
1770	25235	77346
1771	25247	77324
1772	25260	77305
1773	25272	77284
1774	25283	77259
1775	25295	77239
1776	25307	77219
1777	25320	77200
1778	25332	77179
1779	25345	77160
1780	25356	77136
1781	25367	77111
1782	25381	77096
1783	25395	77083
1784	25408	77066
1785	25422	77049
1786	25435	77033
1787	25447	77011
1788	25465	77008
1789	25478	76989
1790	25491	76973
1791	25504	76954
1792	25517	76936
1793	25529	76914
1794	25540	76891
1795	25552	76870
1796	25564	76850
1797	25577	76832
1798	25590	76815
1799	25603	76795
1800	25615	76774
1801	25632	76769
1802	25645	76751
1803	25656	76726
1804	25668	76708
1805	25681	76688
1806	25695	76673
1807	25707	76652
1808	25719	76632
1809	25747	76660
1810	25768	76666
1811	25784	76656
1812	25799	76643
1813	25815	76635
1814	25830	76622
1815	25844	76608
1816	25860	76598
1817	25874	76583
1818	25888	76568
1819	25902	76554
1820	25918	76545
1821	25931	76527
1822	25945	76513
1823	25960	76501
1824	25974	76487
1825	25989	76472
1826	26001	76453
1827	26014	76434
1828	26027	76418
1829	26041	76401
1830	26056	76390
1831	26070	76376
1832	26086	76367
1833	26171	76558
1834	26189	76555
1835	26205	76545
1836	26217	76524
1837	26230	76509
1838	26243	76490
1839	26256	76471
1840	26271	76459
1841	26285	76443
1842	26295	76418
1843	26308	76399
1844	26321	76383
1845	26335	76366
1846	26348	76349
1847	26362	76333
1848	26374	76314
1849	26386	76293
1850	26403	76285
1851	26416	76267
1852	26431	76255
1853	26445	76240
1854	26458	76222
1855	26471	76204
1856	26482	76181
1857	26495	76162
1858	26509	76149
1859	26522	76132
1860	26536	76115
1861	26552	76106
1862	26564	76085
1863	26577	76068
1864	26592	76056
1865	26606	76040
1866	26629	76050
1867	26641	76031
1868	26655	76015
1869	26667	75995
1870	26682	75982
1871	26695	75965
1872	26710	75952
1873	26724	75939
1874	26738	75923
1875	26756	75919
1876	26771	75907
1877	26784	75890
1878	26798	75873
1879	26825	75896
1880	26842	75889
1881	26936	76101
1882	26952	76089
1883	26966	76075
1884	26982	76065
1885	26994	76044
1886	27008	76030
1887	27024	76020
1888	27042	76018
1889	27059	76010
1890	27075	76001
1891	27090	75989
1892	27110	75990
1893	27124	75975
1894	27142	75969
1895	27157	75957
1896	27174	75949
1897	27275	76178
1898	27293	76173
1899	27311	76169
1900	27461	76533
1901	27481	76533
1902	27498	76527
1903	27539	76585
1904	27555	76577
1905	27571	76565
1906	27584	76547
1907	27598	76531
1908	27613	76518
1909	27625	76498
1910	27637	76477
1911	27651	76459
1912	27668	76452
1913	27683	76441
1914	27698	76428
1915	27711	76409
1916	27722	76385
1917	27734	76363
1918	27748	76347
1919	27763	76335
1920	27781	76330
1921	27794	76311
1922	27807	76293
1923	27821	76278
1924	27836	76265
1925	27849	76246
1926	27861	76224
1927	27873	76204
1928	27887	76188
1929	27900	76168
1930	27912	76148
1931	27925	76129
1932	27938	76110
1933	27952	76095
1934	27968	76085
1935	27981	76067
1936	27994	76050
1937	28007	76030
1938	28019	76009
1939	28031	75987
1940	28042	75963
1941	28056	75949
1942	28073	75942
1943	28095	75946
1944	28113	75942
1945	28135	75947
1946	28150	75936
1947	28166	75924
1948	28184	75919
1949	28199	75907
1950	28213	75890
1951	28226	75874
1952	28241	75859
1953	28258	75853
1954	28283	75867
1955	28440	76232
1956	28467	76252
1957	28493	76269
1958	28533	76321
1959	28562	76346
1960	28588	76363
1961	28607	76360
1962	28622	76347
1963	28636	76329
1964	28650	76312
1965	28664	76296
1966	28680	76286
1967	28696	76276
1968	28710	76261
1969	28725	76245
1970	28739	76230
1971	28752	76212
1972	28766	76195
1973	28783	76186
1974	28800	76178
1975	28816	76169
1976	28833	76159
1977	28848	76145
1978	28861	76129
1979	28875	76111
1980	28893	76105
1981	28908	76093
1982	28931	76100
1983	28951	76099
1984	28965	76084
1985	28997	76113
1986	29017	76113
1987	29036	76110
1988	29052	76100
1989	29072	76099
1990	29089	76091
1991	29109	76092
1992	29130	76093
1993	29145	76078
1994	29159	76062
1995	29174	76049
1996	29189	76037
1997	29205	76025
1998	29219	76009
1999	29234	75995
2000	29247	75976
2001	29265	75970
2002	29282	75962
2003	29300	75956
2004	29318	75949
2005	29335	75942
2006	29351	75929
2007	29367	75918
2008	29382	75904
2009	29397	75892
2010	29415	75886
2011	29516	76095
2012	29548	76124
2013	29583	76162
2014	29604	76162
2015	29622	76157
2016	29641	76153
2017	29656	76139
2018	29671	76127
2019	29689	76118
2020	29713	76129
2021	29729	76118
2022	29747	76112
2023	29765	76105
2024	29782	76096
2025	29799	76086
2026	29818	76084
2027	29844	76098
2028	29866	76101
2029	29881	76087
2030	29895	76070
2031	29911	76058
2032	29926	76046
2033	29940	76030
2034	29954	76012
2035	29970	76000
2036	29986	75988
2037	30015	76009
2038	30038	76016
2039	30059	76018
2040	30075	76007
2041	30095	76005
2042	30119	76014
2043	30142	76020
2044	30162	76018
2045	30176	76001
2046	30189	75982
2047	30206	75973
2048	30220	75956
2049	30235	75942
2050	30249	75925
2051	30263	75908
2052	30280	75901
2053	30301	75902
2054	30322	75901
2055	30338	75890
2056	30355	75882
2057	30370	75868
2058	30388	75859
2059	30407	75856
2060	30425	75849
2061	30443	75843
2062	30461	75836
2063	30478	75827
2064	30493	75811
2065	30506	75794
2066	30599	75972
2067	30612	75954
2068	30630	75947
2069	30645	75932
2070	30660	75918
2071	30679	75913
2072	30695	75901
2073	30707	75881
2074	30720	75861
2075	30732	75839
2076	30744	75818
2077	30756	75796
2078	30769	75775
2079	30782	75757
2080	30795	75738
2081	30807	75715
2082	30818	75693
2083	30833	75677
2084	30845	75656
2085	30857	75634
2086	30869	75613
2087	30881	75591
2088	30893	75569
2089	30906	75551
2090	30919	75530
2091	30932	75512
2092	30948	75500
2093	30961	75480
2094	30975	75465
2095	30987	75443
2096	30999	75421
2097	31011	75400
2098	31023	75379
2099	31036	75358
2100	31048	75337
2101	31060	75317
2102	31075	75302
2103	31088	75283
2104	31101	75264
2105	31118	75253
2106	31130	75233
2107	31142	75211
2108	31154	75190
2109	31167	75172
2110	31184	75161
2111	31198	75145
2112	31211	75126
2113	31224	75108
2114	31237	75087
2115	31257	75086
2116	31275	75079
2117	31297	75081
2118	31314	75071
2119	31328	75056
2120	31340	75033
2121	31352	75013
2122	31365	74994
2123	31380	74978
2124	31393	74960
2125	31406	74940
2126	31419	74921
2127	31432	74903
2128	31445	74884
2129	31459	74866
2130	31471	74847
2131	31483	74825
2132	31495	74804
2133	31509	74786
2134	31524	74772
2135	31536	74751
2136	31548	74729
2137	31560	74708
2138	31574	74691
2139	31586	74670
2140	31599	74652
2141	31690	74816
2142	31707	74808
2143	31723	74795
2144	31775	74868
2145	31840	74970
2146	31877	75008
2147	31912	75041
2148	31929	75032
2149	31944	75017
2150	31960	75004
2151	31976	74994
2152	31991	74977
2153	32004	74958
2154	32019	74943
2155	32033	74927
2156	32046	74908
2157	32059	74888
2158	32071	74867
2159	32083	74845
2160	32094	74823
2161	32109	74809
2162	32124	74793
2163	32140	74781
2164	32163	74785
2165	32185	74786
2166	32199	74771
2167	32219	74767
2168	32237	74759
2169	32253	74748
2170	32271	74739
2171	32290	74736
2172	32306	74722
2173	32321	74709
2174	32338	74697
2175	32353	74683
2176	32368	74669
2177	32381	74649
2178	32393	74627
2179	32406	74608
2180	32421	74594
2181	32435	74578
2182	32450	74563
2183	32463	74544
2184	32476	74525
2185	32488	74503
2186	32500	74481
2187	32513	74462
2188	32526	74442
2189	32538	74422
2190	32551	74402
2191	32565	74385
2192	32577	74364
2193	32589	74343
2194	32601	74322
2195	32615	74306
2196	32629	74289
2197	32643	74272
2198	32657	74254
2199	32671	74239
2200	32686	74224
2201	32783	74396
2202	32800	74385
2203	32814	74368
2204	32829	74354
2205	32842	74334
2206	32855	74315
2207	32867	74295
2208	32880	74275
2209	32895	74261
2210	32910	74245
2211	32926	74234
2212	32947	74232
2213	32971	74237
2214	32986	74222
2215	32998	74203
2216	33013	74186
2217	33025	74164
2218	33038	74147
2219	33051	74127
2220	33063	74107
2221	33076	74087
2222	33087	74064
2223	33099	74043
2224	33115	74029
2225	33129	74012
2226	33142	73993
2227	33154	73971
2228	33166	73951
2229	33179	73931
2230	33191	73910
2231	33205	73893
2232	33219	73876
2233	33312	74035
2234	33327	74020
2235	33334	73988
2236	33348	73972
2237	33363	73957
2238	33378	73941
2239	33390	73921
2240	33404	73904
2241	33418	73887
2242	33429	73864
2243	33443	73846
2244	33457	73829
2245	33473	73816
2246	33486	73798
2247	33502	73786
2248	33520	73778
2249	33536	73765
2250	33549	73746
2251	33563	73728
2252	33576	73709
2253	33590	73693
2254	33605	73679
2255	33620	73663
2256	33635	73649
2257	33651	73636
2258	33664	73618
2259	33678	73600
2260	33690	73579
2261	33703	73561
2262	33716	73540
2263	33728	73521
2264	33740	73500
2265	33752	73478
2266	33766	73462
2267	33798	73483
2268	34018	73913
2269	34032	73897
2270	34047	73882
2271	34060	73862
2272	34074	73844
2273	34089	73829
2274	34102	73811
2275	34114	73789
2276	34126	73768
2277	34139	73748
2278	34151	73728
2279	34164	73707
2280	34175	73684
2281	34191	73671
2282	34205	73655
2283	34220	73639
2284	34233	73619
2285	34249	73607
2286	34260	73584
2287	34275	73569
2288	34287	73548
2289	34299	73527
2290	34310	73502
2291	34323	73483
2292	34336	73464
2293	34349	73446
2294	34361	73424
2295	34373	73403
2296	34386	73383
2297	34399	73365
2298	34415	73351
2299	34430	73337
2300	34445	73321
2301	34459	73305
2302	34478	73298
2303	34499	73296
2304	34518	73290
2305	34539	73288
2306	34554	73272
2307	34569	73257
2308	34584	73243
2309	34600	73230
2310	34622	73229
2311	34637	73215
2312	34653	73203
2313	34671	73193
2314	34689	73184
2315	34703	73168
2316	34718	73152
2317	34730	73131
2318	34743	73112
2319	34756	73093
2320	34772	73080
2321	34785	73060
2322	34796	73037
2323	34808	73017
2324	34823	73002
2325	34840	72990
2326	34855	72976
2327	34872	72966
2328	34893	72962
2329	34913	72959
2330	34933	72955
2331	34949	72941
2332	34966	72930
2333	34987	72927
2334	35014	72937
2335	35125	73122
2336	35142	73113
2337	35157	73096
2338	35171	73080
2339	35184	73061
2340	35198	73042
2341	35212	73025
2342	35228	73012
2343	35242	72995
2344	35254	72973
2345	35268	72956
2346	35282	72940
2347	35296	72923
2348	35310	72905
2349	35323	72885
2350	35338	72871
2351	35355	72859
2352	35369	72842
2353	35381	72822
2354	35394	72802
2355	35408	72786
2356	35422	72768
2357	35558	73002
2358	35602	73045
2359	35620	73037
2360	35637	73025
2361	35652	73011
2362	35670	73002
2363	35688	72992
2364	35706	72983
2365	35722	72970
2366	35736	72953
2367	35750	72935
2368	35766	72922
2369	35782	72909
2370	35797	72892
2371	35810	72874
2372	35823	72855
2373	35837	72836
2374	35850	72818
2375	35863	72798
2376	35875	72777
2377	35888	72757
2378	35901	72738
2379	35915	72720
2380	35929	72703
2381	35943	72686
2382	35959	72673
2383	35974	72657
2384	35986	72637
2385	35998	72614
2386	36011	72596
2387	36023	72575
2388	36037	72558
2389	36049	72536
2390	36063	72518
2391	36076	72498
2392	36089	72481
2393	36104	72465
2394	36118	72447
2395	36220	72606
2396	36234	72590
2397	36249	72575
2398	36264	72560
2399	36276	72538
2400	36290	72521
2401	36304	72503
2402	36317	72483
2403	36329	72462
2404	36341	72441
2405	36354	72421
2406	36366	72400
2407	36379	72381
2408	36393	72363
2409	36406	72344
2410	36420	72328
2411	36436	72314
2412	36448	72292
2413	36460	72272
2414	36473	72252
2415	36485	72231
2416	36500	72214
2417	36512	72193
2418	36527	72178
2419	36542	72164
2420	36556	72146
2421	36570	72128
2422	36583	72109
2423	36596	72090
2424	36607	72068
2425	36618	72045
2426	36629	72021
2427	36640	71998
2428	36652	71977
2429	36667	71961
2430	36680	71942
2431	36692	71921
2432	36703	71898
2433	36715	71876
2434	36732	71866
2435	36746	71848
2436	36759	71828
2437	36772	71810
2438	36786	71793
2439	36798	71772
2440	36811	71752
2441	36823	71732
2442	36835	71710
2443	36848	71692
2444	36863	71676
2445	36876	71658
2446	36891	71641
2447	36903	71621
2448	36915	71599
2449	36926	71577
2450	36937	71554
2451	36949	71533
2452	36960	71510
2453	36971	71486
2454	36982	71463
2455	36993	71441
2456	37007	71424
2457	37019	71402
2458	37031	71382
2459	37044	71363
2460	37055	71340
2461	37068	71322
2462	37081	71301
2463	37093	71280
2464	37105	71260
2465	37122	71249
2466	37139	71237
2467	37156	71227
2468	37172	71212
2469	37185	71194
2470	37201	71180
2471	37216	71166
2472	37332	71344
2473	37350	71334
2474	37368	71325
2475	37383	71310
2476	37400	71298
2477	37415	71283
2478	37429	71265
2479	37443	71247
2480	37456	71229
2481	37470	71211
2482	37486	71199
2483	37504	71189
2484	37521	71178
2485	37537	71164
2486	37553	71149
2487	37574	71147
2488	37588	71129
2489	37602	71111
2490	37617	71098
2491	37633	71083
2492	37647	71066
2493	37661	71049
2494	37675	71032
2495	37688	71013
2496	37699	70991
2497	37714	70974
2498	37728	70957
2499	37756	70967
2500	37775	70959
2501	37790	70944
2502	37805	70928
2503	37839	70948
2504	37854	70933
2505	37874	70928
2506	37916	70963
2507	37936	70956
2508	37981	70997
2509	38004	70996
2510	38029	71000
2511	38047	70990
2512	38081	71010
2513	38119	71037
2514	38187	71122
2515	38226	71150
2516	38274	71196
2517	38308	71215
2518	38330	71213
2519	38462	71415
2520	38480	71404
2521	38498	71394
2522	38564	71474
2523	38581	71461
2524	38603	71459
2525	38635	71474
2526	38660	71476
2527	38685	71480
2528	38706	71473
2529	38726	71468
2530	38747	71463
2531	38762	71447
2532	38779	71434
2533	38794	71418
2534	38809	71403
2535	38824	71386
2536	38839	71372
2537	38856	71359
2538	38870	71342
2539	38885	71325
2540	38899	71308
2541	38915	71294
2542	38931	71280
2543	38945	71262
2544	38959	71244
2545	38974	71228
2546	38993	71220
2547	39027	71238
2548	39060	71255
2549	39102	71289
2550	39134	71304
2551	39149	71287
2552	39167	71277
2553	39194	71283
2554	39207	71264
2555	39223	71249
2556	39238	71234
2557	39252	71215
2558	39265	71196
2559	39278	71176
2560	39290	71156
2561	39303	71136
2562	39318	71120
2563	39333	71103
2564	39346	71084
2565	39360	71067
2566	39374	71049
2567	39390	71034
2568	39403	71015
2569	39418	70998
2570	39430	70978
2571	39441	70954
2572	39455	70936
2573	39571	71102
2574	39588	71089
2575	39602	71073
2576	39621	71064
2577	39637	71048
2578	39656	71040
2579	39674	71029
2580	39688	71012
2581	39702	70993
2582	39715	70974
2583	39728	70954
2584	39740	70933
2585	39752	70911
2586	39763	70889
2587	39776	70868
2588	39789	70849
2589	39800	70826
2590	39812	70805
2591	39826	70787
2592	39840	70768
2593	39851	70746
2594	39863	70724
2595	39875	70703
2596	39886	70680
2597	39896	70656
2598	39909	70635
2599	39921	70615
2600	39937	70600
2601	39952	70585
2602	39969	70571
2603	39983	70554
2604	39996	70535
2605	40012	70520
2606	40100	70634
2607	40119	70624
2608	40135	70610
2609	40153	70599
2610	40174	70594
2611	40188	70576
2612	40200	70554
2613	40211	70532
2614	40224	70511
2615	40236	70491
2616	40249	70471
2617	40261	70450
2618	40272	70427
2619	40284	70405
2620	40295	70382
2621	40308	70362
2622	40320	70342
2623	40334	70323
2624	40349	70307
2625	40363	70290
2626	40376	70270
2627	40390	70253
2628	40405	70237
2629	40419	70219
2630	40431	70197
2631	40445	70180
2632	40461	70166
2633	40474	70146
2634	40487	70126
2635	40499	70105
2636	40512	70086
2637	40526	70068
2638	40543	70055
2639	40557	70039
2640	40587	70047
2641	40686	70176
2642	40704	70166
2643	40717	70146
2644	40732	70131
2645	40746	70113
2646	40767	70107
2647	40786	70097
2648	40801	70082
2649	40814	70063
2650	40828	70043
2651	40840	70022
2652	40853	70003
2653	40866	69984
2654	40878	69963
2655	40891	69944
2656	40904	69924
2657	40917	69905
2658	40932	69887
2659	40946	69870
2660	40958	69849
2661	40972	69831
2662	40984	69811
2663	40998	69793
2664	41012	69775
2665	41026	69757
2666	41039	69737
2667	41051	69716
2668	41064	69696
2669	41079	69680
2670	41091	69660
2671	41104	69640
2672	41118	69622
2673	41131	69603
2674	41144	69583
2675	41158	69567
2676	41174	69552
2677	41189	69535
2678	41204	69519
2679	41217	69501
2680	41231	69482
2681	41244	69464
2682	41264	69456
2683	41283	69446
2684	41300	69434
2685	41313	69415
2686	41327	69396
2687	41344	69383
2688	41357	69364
2689	41373	69351
2690	41387	69333
2691	41402	69317
2692	41416	69298
2693	41430	69280
2694	41442	69259
2695	41458	69245
2696	41475	69232
2697	41489	69216
2698	41502	69196
2699	41515	69177
2700	41530	69160
2701	41543	69141
2702	41557	69124
2703	41571	69105
2704	41585	69088
2705	41598	69069
2706	41614	69055
2707	41630	69041
2708	41643	69021
2709	41656	69002
2710	41689	69016
2711	41796	69151
2712	41816	69144
2713	41835	69134
2714	41850	69118
2715	41863	69098
2716	41874	69077
2717	41889	69060
2718	41906	69047
2719	41919	69028
2720	41937	69017
2721	41954	69003
2722	41980	69005
2723	42001	68999
2724	42014	68981
2725	42029	68964
2726	42042	68945
2727	42054	68924
2728	42066	68903
2729	42079	68883
2730	42090	68862
2731	42103	68841
2732	42115	68821
2733	42128	68801
2734	42144	68787
2735	42156	68766
2736	42167	68743
2737	42178	68721
2738	42191	68701
2739	42202	68678
2740	42215	68659
2741	42229	68641
2742	42242	68622
2743	42254	68601
2744	42265	68579
2745	42279	68561
2746	42291	68541
2747	42303	68520
2748	42316	68500
2749	42327	68477
2750	42339	68458
2751	42351	68435
2752	42361	68412
2753	42373	68391
2754	42384	68369
2755	42398	68350
2756	42410	68331
2757	42426	68316
2758	42440	68297
2759	42451	68276
2760	42464	68256
2761	42474	68233
2762	42486	68211
2763	42497	68189
2764	42509	68168
2765	42520	68146
2766	42532	68126
2767	42544	68104
2768	42556	68084
2769	42567	68061
2770	42577	68038
2771	42588	68016
2772	42599	67993
2773	42611	67972
2774	42625	67954
2775	42635	67930
2776	42646	67908
2777	42657	67886
2778	42667	67863
2779	42678	67840
2780	42691	67821
2781	42702	67798
2782	42714	67777
2783	42725	67756
2784	42737	67734
2785	42747	67712
2786	42759	67690
2787	42770	67669
2788	42847	67751
2789	42907	67805
2790	42942	67821
2791	42976	67836
2792	43012	67853
2793	43049	67870
2794	43064	67856
2795	43076	67834
2796	43105	67840
2797	43118	67820
2798	43130	67800
2799	43145	67784
2800	43157	67763
2801	43171	67746
2802	43184	67726
2803	43196	67706
2804	43209	67686
2805	43221	67666
2806	43236	67650
2807	43250	67632
2808	43265	67617
2809	43282	67603
2810	43294	67583
2811	43307	67564
2812	43321	67546
2813	43334	67527
2814	43348	67510
2815	43362	67492
2816	43382	67483
2817	43396	67466
2818	43409	67447
2819	43423	67430
2820	43437	67412
2821	43449	67391
2822	43461	67370
2823	43474	67350
2824	43486	67330
2825	43498	67310
2826	43511	67291
2827	43524	67271
2828	43537	67253
2829	43553	67237
2830	43565	67217
2831	43577	67197
2832	43592	67181
2833	43605	67162
2834	43617	67141
2835	43627	67118
2836	43639	67097
2837	43654	67081
2838	43671	67068
2839	43689	67056
2840	43703	67039
2841	43719	67025
2842	43733	67008
2843	43747	66990
2844	43763	66975
2845	43777	66957
2846	43793	66943
2847	43809	66929
2848	43829	66921
2849	43845	66906
2850	43859	66888
2851	43874	66873
2852	43892	66862
2853	44016	67012
2854	44030	66994
2855	44045	66978
2856	44058	66958
2857	44071	66939
2858	44083	66919
2859	44096	66900
2860	44112	66885
2861	44125	66867
2862	44140	66849
2863	44155	66834
2864	44169	66817
2865	44195	66817
2866	44213	66806
2867	44226	66787
2868	44240	66768
2869	44255	66753
2870	44270	66737
2871	44283	66718
2872	44297	66699
2873	44310	66682
2874	44324	66663
2875	44337	66644
2876	44351	66627
2877	44365	66610
2878	44382	66597
2879	44395	66578
2880	44412	66564
2881	44425	66545
2882	44438	66526
2883	44450	66506
2884	44464	66489
2885	44481	66476
2886	44496	66459
2887	44511	66444
2888	44524	66424
2889	44536	66403
2890	44552	66388
2891	44564	66369
2892	44580	66354
2893	44593	66335
2894	44606	66315
2895	44619	66297
2896	44632	66279
2897	44648	66263
2898	44663	66247
2899	44678	66232
2900	44692	66214
2901	44706	66197
2902	44720	66178
2903	44732	66159
2904	44744	66138
2905	44758	66121
2906	44772	66103
2907	44785	66085
2908	44799	66066
2909	44811	66046
2910	44829	66035
2911	44843	66017
2912	44854	65996
2913	44866	65975
2914	44878	65955
2915	44890	65934
2916	44902	65914
2917	44914	65893
2918	44928	65876
2919	44939	65854
2920	44951	65834
2921	44963	65814
2922	44976	65794
2923	44992	65780
2924	45004	65760
2925	45128	65903
2926	45144	65888
2927	45164	65880
2928	45179	65864
2929	45194	65847
2930	45210	65832
2931	45229	65823
2932	45245	65808
2933	45259	65791
2934	45272	65773
2935	45286	65754
2936	45297	65733
2937	45311	65715
2938	45325	65697
2939	45339	65681
2940	45354	65664
2941	45367	65645
2942	45379	65625
2943	45392	65606
2944	45404	65586
2945	45417	65566
2946	45430	65547
2947	45441	65526
2948	45455	65508
2949	45466	65486
2950	45477	65465
2951	45490	65446
2952	45503	65427
2953	45514	65406
2954	45526	65386
2955	45538	65365
2956	45549	65343
2957	45562	65324
2958	45574	65304
2959	45587	65285
2960	45599	65265
2961	45610	65244
2962	45621	65222
2963	45634	65202
2964	45645	65181
2965	45658	65162
2966	45669	65141
2967	45681	65120
2968	45693	65101
2969	45706	65082
2970	45720	65064
2971	45730	65041
2972	45743	65022
2973	45754	65000
2974	45765	64979
2975	45776	64957
2976	45787	64936
2977	45798	64915
2978	45813	64898
2979	45826	64879
2980	45840	64862
2981	45853	64843
2982	45870	64830
2983	45884	64813
2984	45898	64795
2985	45912	64779
2986	45936	64775
2987	45952	64761
2988	45967	64744
2989	45987	64735
2990	46007	64726
2991	46021	64710
2992	46034	64691
2993	46047	64672
2994	46061	64654
2995	46074	64636
2996	46087	64618
2997	46100	64598
2998	46114	64581
2999	46147	64590
3000	46447	64973
3001	46462	64957
3002	46478	64943
3003	46542	64994
3004	46593	65028
3005	46612	65018
3006	46656	65043
3007	46672	65027
3008	46691	65017
3009	46709	65005
3010	46725	64990
3011	46742	64976
3012	46757	64961
3013	46775	64948
3014	46790	64932
3015	46807	64919
3016	46824	64905
3017	46839	64889
3018	46853	64871
3019	46870	64857
3020	46885	64842
3021	46907	64835
3022	46924	64821
3023	46947	64816
3024	46964	64803
3025	46983	64792
3026	46997	64774
3027	47012	64759
3028	47026	64741
3029	47043	64726
3030	47058	64710
3031	47074	64696
3032	47092	64683
3033	47107	64667
3034	47123	64652
3035	47142	64642
3036	47157	64625
3037	47173	64611
3038	47192	64600
3039	47209	64586
3040	47225	64572
3041	47243	64559
3042	47264	64551
3043	47280	64536
3044	47300	64527
3045	47314	64510
3046	47329	64493
3047	47344	64477
3048	47358	64460
3049	47374	64444
3050	47390	64430
3051	47408	64417
3052	47429	64409
3053	47472	64431
3054	47583	64544
3055	47599	64529
3056	47613	64512
3057	47629	64497
3058	47646	64483
3059	47661	64468
3060	47677	64452
3061	47693	64437
3062	47710	64423
3063	47723	64405
3064	47736	64385
3065	47750	64368
3066	47764	64350
3067	47785	64341
3068	47801	64326
3069	47816	64310
3070	47829	64291
3071	47841	64271
3072	47853	64250
3073	47865	64230
3074	47878	64212
3075	47890	64191
3076	47903	64172
3077	47919	64156
3078	47931	64136
3079	47943	64117
3080	47955	64096
3081	47969	64078
3082	47980	64056
3083	47992	64036
3084	48005	64017
3085	48019	64000
3086	48032	63981
3087	48044	63960
3088	48058	63942
3089	48070	63922
3090	48078	63897
3091	48090	63877
3092	48102	63857
3093	48115	63837
3094	48130	63821
3095	48141	63800
3096	48153	63780
3097	48164	63758
3098	48177	63738
3099	48189	63719
3100	48200	63698
3101	48213	63678
3102	48225	63657
3103	48237	63637
3104	48249	63617
3105	48261	63597
3106	48271	63574
3107	48283	63555
3108	48296	63536
3109	48308	63515
3110	48318	63493
3111	48334	63477
3112	48346	63458
3113	48359	63438
3114	48371	63419
3115	48382	63397
3116	48394	63377
3117	48406	63357
3118	48419	63338
3119	48432	63319
3120	48445	63299
3121	48458	63281
3122	48472	63263
3123	48482	63241
3124	48493	63220
3125	48507	63201
3126	48519	63183
3127	48532	63163
3128	48544	63144
3129	48557	63125
3130	48569	63104
3131	48647	63169
3132	48708	63213
3133	48730	63206
3134	48747	63193
3135	48767	63183
3136	48784	63169
3137	48801	63155
3138	48817	63140
3139	48832	63123
3140	48846	63107
3141	48863	63093
3142	48883	63084
3143	48899	63068
3144	48915	63053
3145	48933	63040
3146	48946	63021
3147	48959	63003
3148	48971	62983
3149	48984	62963
3150	48998	62946
3151	49010	62927
3152	49023	62908
3153	49036	62889
3154	49050	62871
3155	49062	62851
3156	49075	62832
3157	49087	62813
3158	49101	62794
3159	49114	62776
3160	49127	62757
3161	49141	62739
3162	49154	62721
3163	49167	62702
3164	49180	62683
3165	49193	62665
3166	49206	62646
3167	49219	62627
3168	49232	62608
3169	49244	62588
3170	49257	62570
3171	49271	62551
3172	49284	62533
3173	49297	62514
3174	49309	62494
3175	49324	62478
3176	49335	62457
3177	49347	62437
3178	49360	62418
3179	49372	62399
3180	49385	62379
3181	49397	62360
3182	49412	62344
3183	49425	62325
3184	49442	62311
3185	49458	62296
3186	49470	62277
3187	49483	62258
3188	49496	62239
3189	49510	62221
3190	49522	62202
3191	49534	62181
3192	49546	62162
3193	49560	62144
3194	49573	62126
3195	49589	62111
3196	49603	62093
3197	49619	62078
3198	49633	62060
3199	49646	62042
3200	49658	62023
3201	49675	62009
3202	49717	62026
3203	49831	62134
3204	49845	62115
3205	49865	62106
3206	49885	62096
3207	49905	62085
3208	49924	62074
3209	49945	62066
3210	49959	62049
3211	49977	62036
3212	49993	62020
3213	50007	62004
3214	50021	61986
3215	50037	61970
3216	50051	61954
3217	50066	61937
3218	50083	61923
3219	50101	61910
3220	50118	61896
3221	50144	61894
3222	50159	61878
3223	50175	61862
3224	50192	61849
3225	50206	61831
3226	50213	61805
3227	50226	61787
3228	50240	61769
3229	50254	61752
