iter	Passed	Remaining
395	4232	72708
396	4241	72663
397	4251	72646
398	4262	72644
399	4272	72615
400	4281	72590
401	4292	72582
402	4303	72565
403	4313	72556
404	4327	72599
405	4339	72611
406	4356	72701
407	4373	72789
408	4395	72968
409	4415	73113
410	4451	73526
411	4467	73599
412	4481	73639
413	4499	73749
414	4515	73815
415	4528	73841
416	4540	73846
417	4551	73840
418	4564	73853
419	4576	73872
420	4587	73855
421	4599	73868
422	4613	73898
423	4623	73884
424	4634	73862
425	4650	73938
426	4663	73955
427	4745	75079
428	4829	76212
429	4858	76475
430	4923	77319
431	4943	77437
432	4973	77718
433	4992	77820
434	5005	77835
435	5048	78315
436	5079	78599
437	5097	78690
438	5113	78744
439	5128	78787
440	5141	78785
441	5160	78888
442	5173	78897
443	5185	78885
444	5195	78851
445	5204	78806
446	5215	78782
447	5225	78750
448	5233	78673
449	5243	78637
450	5253	78607
451	5266	78605
452	5275	78564
453	5284	78516
454	5296	78508
455	5307	78488
456	5319	78479
457	5330	78457
458	5339	78400
459	5351	78395
460	5363	78387
461	5373	78354
462	5382	78311
463	5393	78280
464	5402	78233
465	5412	78205
466	5422	78170
467	5433	78142
468	5441	78083
469	5449	78025
470	5458	77974
471	5467	77926
472	5476	77879
473	5487	77850
474	5496	77810
475	5506	77768
476	5516	77734
477	5525	77697
478	5535	77654
479	5543	77602
480	5553	77570
481	5566	77574
482	5578	77562
483	5588	77533
484	5597	77488
485	5606	77447
486	5616	77411
487	5626	77369
488	5635	77331
489	5646	77307
490	5654	77252
491	5664	77224
492	5675	77197
493	5684	77158
494	5695	77139
495	5706	77112
496	5715	77077
497	5724	77031
498	5733	76987
499	5743	76944
500	5752	76900
501	5761	76859
502	5770	76815
503	5779	76771
504	5789	76740
505	5798	76703
506	5808	76672
507	5818	76637
508	5828	76608
509	5839	76594
510	5849	76554
511	5857	76503
512	5866	76462
513	5877	76435
514	5893	76490
515	5910	76548
516	5925	76587
517	5938	76592
518	5952	76608
519	5967	76650
520	5985	76715
521	5998	76728
522	6010	76728
523	6021	76702
524	6033	76703
525	6079	77126
526	6098	77206
527	6111	77215
528	6122	77197
529	6134	77188
530	6147	77191
531	6159	77186
532	6175	77229
533	6193	77301
534	6206	77305
535	6217	77287
536	6230	77300
537	6246	77343
538	6260	77362
539	6272	77353
540	6283	77328
541	6296	77332
542	6310	77355
543	6323	77362
544	6337	77376
545	6347	77339
546	6356	77302
547	6365	77258
548	6375	77228
549	6387	77216
550	6401	77236
551	6412	77217
552	6422	77185
553	6431	77148
554	6440	77099
555	6449	77059
556	6458	77016
557	6467	76977
558	6485	77042
559	6501	77074
560	6511	77043
561	6520	77009
562	6530	76976
563	6540	76940
564	6551	76927
565	6565	76946
566	6588	77060
567	6603	77086
568	6613	77064
569	6628	77088
570	6640	77081
571	6651	77060
572	6664	77060
573	6674	77040
574	6686	77026
575	6700	77040
576	6710	77016
577	6720	76988
578	6731	76966
579	6744	76963
580	6755	76948
581	6770	76976
582	6779	76940
583	6792	76935
584	6805	76938
585	6816	76925
586	6828	76912
587	6839	76896
588	6850	76881
589	6862	76875
590	6873	76851
591	6884	76835
592	6895	76810
593	6910	76837
594	6921	76821
595	6933	76810
596	6942	76771
597	6952	76750
598	6964	76740
599	6975	76717
600	6989	76731
601	7000	76715
602	7011	76695
603	7022	76677
604	7032	76647
605	7043	76626
606	7059	76664
607	7091	76873
608	7103	76872
609	7117	76876
610	7128	76856
611	7137	76821
612	7148	76797
613	7159	76779
614	7168	76746
615	7178	76713
616	7188	76683
617	7198	76660
618	7214	76690
619	7224	76662
620	7233	76624
621	7243	76595
622	7253	76565
623	7267	76576
624	7290	76683
625	7306	76716
626	7321	76739
627	7334	76738
628	7346	76731
629	7358	76731
630	7374	76756
631	7388	76769
632	7399	76757
633	7412	76758
634	7428	76784
635	7442	76795
636	7457	76817
637	7481	76940
638	7493	76930
639	7509	76955
640	7525	76989
641	7536	76975
642	7547	76950
643	7563	76981
644	7572	76947
645	7582	76912
646	7590	76870
647	7601	76844
648	7614	76845
649	7626	76837
650	7636	76814
651	7647	76787
652	7656	76755
653	7666	76726
654	7676	76689
655	7684	76646
656	7694	76614
657	7703	76578
658	7714	76555
659	7722	76513
660	7731	76468
661	7740	76430
662	7749	76397
663	7760	76380
664	7769	76344
665	7779	76313
666	7811	76502
667	7823	76491
668	7835	76485
669	7846	76464
670	7856	76437
671	7867	76414
672	7877	76384
673	7886	76348
674	7894	76304
675	7903	76265
676	7912	76223
677	7921	76190
678	7929	76142
679	7941	76135
680	7955	76140
681	7966	76122
682	7975	76089
683	7985	76064
684	7999	76068
685	8009	76048
686	8020	76028
687	8030	76000
688	8039	75961
689	8049	75937
690	8059	75907
691	8069	75880
692	8100	76052
693	8112	76035
694	8120	75998
695	8132	75981
696	8141	75949
697	8154	75947
698	8170	75974
699	8187	76010
700	8202	76032
701	8229	76162
702	8248	76221
703	8266	76270
704	8283	76299
705	8301	76349
706	8316	76369
707	8330	76374
708	8348	76422
709	8370	76501
710	8386	76525
711	8406	76595
712	8429	76683
713	8444	76699
714	8459	76713
715	8471	76708
716	8483	76698
717	8496	76694
718	8510	76701
719	8522	76692
720	8535	76686
721	8547	76677
722	8558	76658
723	8570	76651
724	8584	76653
725	8599	76670
726	8611	76662
727	8623	76650
728	8636	76647
729	8648	76636
730	8661	76636
731	8673	76631
732	8686	76628
733	8699	76621
734	8711	76617
735	8724	76613
736	8737	76606
737	8750	76609
738	8762	76595
739	8774	76582
740	8785	76565
741	8798	76562
742	8811	76560
743	8827	76591
744	8843	76615
745	8865	76685
746	8881	76709
747	8896	76730
748	8915	76774
749	8936	76838
750	8951	76855
751	8967	76878
752	8980	76874
753	8995	76889
754	9007	76883
755	9022	76892
756	9037	76904
757	9049	76900
758	9061	76888
759	9076	76899
760	9094	76939
761	9148	77284
762	9164	77304
763	9181	77335
764	9194	77329
765	9206	77316
766	9218	77306
767	9231	77304
768	9246	77314
769	9260	77321
770	9272	77307
771	9284	77290
772	9299	77305
773	9313	77311
774	9329	77328
775	9346	77365
776	9360	77363
777	9372	77356
778	9394	77425
779	9414	77475
780	9431	77506
781	9452	77567
782	9467	77575
783	9482	77588
784	9500	77629
785	9516	77646
786	9532	77668
787	9548	77683
788	9606	78048
789	9643	78237
790	9689	78492
791	9706	78524
792	9740	78685
793	9765	78778
794	9779	78780
795	9796	78799
796	9810	78804
797	9829	78848
798	9848	78882
799	9866	78921
800	9882	78935
801	9898	78952
802	9914	78971
803	9933	79007
804	9952	79052
805	9973	79110
806	9988	79118
807	10005	79141
808	10031	79231
809	10048	79259
810	10069	79310
811	10091	79375
812	10114	79445
813	10141	79547
814	10202	79919
815	10219	79938
816	10234	79943
817	10248	79942
818	10260	79931
819	10274	79931
820	10291	79951
821	10307	79966
822	10322	79971
823	10339	79993
824	10363	80071
825	10381	80099
826	10397	80110
827	10413	80125
828	10429	80140
829	10444	80148
830	10461	80164
831	10476	80173
832	10492	80188
833	10514	80248
834	10567	80544
835	10588	80588
836	10646	80923
837	10682	81090
838	10738	81403
839	10780	81609
840	10821	81808
841	10846	81892
842	10860	81885
843	10872	81868
844	10886	81863
845	10898	81844
846	10913	81847
847	10927	81842
848	10940	81831
849	10952	81810
850	10964	81792
851	10977	81779
852	10990	81767
853	11003	81750
854	11015	81732
855	11027	81710
856	11039	81693
857	11052	81680
858	11067	81688
859	11079	81669
860	11090	81641
861	11102	81623
862	11116	81615
863	11129	81603
864	11142	81592
865	11154	81575
866	11167	81563
867	11180	81546
868	11228	81787
869	11368	82705
870	11384	82713
871	11423	82888
872	11438	82883
873	11449	82855
874	11461	82833
875	11472	82810
876	11486	82802
877	11498	82778
878	11510	82759
879	11521	82732
880	11535	82727
881	11550	82726
882	11566	82732
883	11579	82721
884	11591	82699
885	11602	82672
886	11613	82640
887	11624	82615
888	11635	82590
889	11649	82577
890	11664	82578
891	11675	82555
892	11687	82535
893	11699	82512
894	11713	82502
895	11723	82470
896	11734	82445
897	11746	82421
898	11757	82392
899	11768	82369
900	11781	82350
901	11795	82345
902	11810	82343
903	11822	82329
904	11838	82331
905	11854	82337
906	11866	82319
907	11878	82300
908	11890	82279
909	11903	82266
910	11916	82252
911	11929	82234
912	11941	82218
913	11953	82196
914	11965	82178
915	11980	82173
916	11996	82186
917	12013	82199
918	12027	82189
919	12043	82194
920	12056	82185
921	12069	82166
922	12082	82156
923	12095	82140
924	12108	82130
925	12125	82139
926	12138	82131
927	12152	82123
928	12167	82119
929	12180	82107
930	12194	82100
931	12207	82088
932	12222	82082
933	12276	82350
934	12292	82355
935	12308	82360
936	12322	82353
937	12337	82350
938	12354	82365
939	12369	82359
940	12385	82367
941	12400	82364
942	12414	82359
943	12427	82344
944	12442	82344
945	12457	82345
946	12474	82354
947	12486	82334
948	12501	82332
949	12515	82324
950	12529	82321
951	12549	82349
952	12565	82354
953	12583	82370
954	12607	82427
955	12622	82430
956	12640	82448
957	12663	82498
958	12685	82544
959	12701	82546
960	12720	82569
961	12736	82575
962	12750	82564
963	12764	82558
964	12779	82555
965	12793	82548
966	12807	82542
967	12821	82531
968	12834	82519
969	12848	82507
970	12866	82527
971	12880	82519
972	12894	82507
973	12908	82499
974	12921	82482
975	12934	82469
976	12949	82469
977	12960	82441
978	12975	82439
979	12996	82476
980	13022	82540
981	13038	82544
982	13055	82558
983	13076	82590
984	13091	82592
985	13108	82597
986	13126	82617
987	13148	82659
988	13165	82668
989	13185	82693
990	13199	82688
991	13211	82662
992	13224	82647
993	13237	82631
994	13248	82606
995	13260	82584
996	13275	82580
997	13331	82832
998	13343	82813
999	13357	82802
1000	13371	82793
1001	13385	82784
1002	13399	82772
1003	13417	82787
1004	13431	82782
1005	13446	82778
1006	13459	82762
1007	13472	82748
1008	13484	82727
1009	13499	82720
1010	13513	82714
1011	13527	82700
1012	13540	82688
1013	13556	82686
1014	13569	82671
1015	13583	82666
1016	13601	82678
1017	13623	82719
1018	13637	82711
1019	13654	82716
1020	13673	82736
1021	13692	82756
1022	13705	82741
1023	13719	82731
1024	13734	82726
1025	13747	82711
1026	13759	82693
1027	13771	82671
1028	13784	82652
1029	13798	82645
1030	13811	82630
1031	13825	82620
1032	13838	82600
1033	13850	82578
1034	13861	82551
1035	13873	82531
1036	13885	82507
1037	13902	82516
1038	13918	82522
1039	13931	82503
1040	13943	82479
1041	13958	82479
1042	13971	82464
1043	13984	82447
1044	13997	82429
1045	14008	82405
1046	14020	82382
1047	14031	82356
1048	14043	82332
1049	14054	82303
1050	14067	82288
1051	14078	82263
1052	14090	82241
1053	14103	82227
1054	14120	82232
1055	14134	82223
1056	14145	82198
1057	14157	82177
1058	14170	82161
1059	14183	82142
1060	14195	82123
1061	14208	82106
1062	14219	82081
1063	14232	82062
1064	14245	82048
1065	14256	82023
1066	14269	82005
1067	14280	81980
1068	14294	81968
1069	14307	81953
1070	14319	81930
1071	14373	82151
1072	14388	82146
1073	14400	82124
1074	14410	82093
1075	14423	82078
1076	14435	82055
1077	14448	82041
1078	14460	82016
1079	14471	81989
1080	14481	81961
1081	14492	81934
1082	14504	81912
1083	14518	81902
1084	14530	81879
1085	14540	81849
1086	14554	81836
1087	14571	81841
1088	14586	81841
1089	14603	81849
1090	14624	81875
1091	14637	81860
1092	14657	81885
1093	14674	81892
1094	14691	81894
1095	14708	81905
1096	14728	81925
1097	14744	81929
1098	14758	81919
1099	14775	81924
1100	14792	81928
1101	14808	81929
1102	14827	81947
1103	14847	81970
1104	14861	81960
1105	14874	81946
1106	14889	81939
1107	14901	81920
1108	14914	81901
1109	14928	81893
1110	14944	81894
1111	14959	81886
1112	14973	81875
1113	14985	81854
1114	14999	81842
1115	15012	81826
1116	15027	81825
1117	15041	81811
1118	15057	81814
1119	15074	81819
1120	15086	81799
1121	15101	81791
1122	15115	81785
1123	15129	81771
1124	15142	81756
1125	15155	81740
1126	15169	81731
1127	15182	81713
1128	15195	81695
1129	15208	81682
1130	15220	81658
1131	15233	81645
1132	15248	81641
1133	15263	81631
1134	15276	81617
1135	15289	81601
1136	15301	81579
1137	15315	81568
1138	15328	81556
1139	15346	81563
1140	15361	81559
1141	15577	82620
1142	15593	82621
1143	15607	82608
1144	15622	82602
1145	15635	82586
1146	15647	82560
1147	15660	82545
1148	15673	82527
1149	15686	82510
1150	15699	82492
1151	15710	82468
1152	15723	82450
1153	15736	82430
1154	15753	82438
1155	15769	82435
1156	15783	82425
1157	15799	82421
1158	15818	82437
1159	15837	82450
1160	15852	82441
1161	15866	82433
1162	15883	82434
1163	15896	82416
1164	15909	82403
1165	15926	82404
1166	15941	82396
1167	15955	82385
1168	15971	82386
1169	15984	82370
1170	15998	82357
1171	16012	82344
1172	16029	82345
1173	16043	82335
1174	16055	82312
1175	16071	82311
1176	16083	82290
1177	16097	82278
1178	16123	82325
1179	16172	82492
1180	16205	82577
1181	16233	82637
1182	16248	82629
1183	16260	82606
1184	16284	82644
1185	16298	82633
1186	16310	82608
1187	16322	82588
1188	16335	82568
1189	16349	82556
1190	16362	82539
1191	16374	82516
1192	16387	82500
1193	16400	82481
1194	16412	82462
1195	16424	82437
1196	16437	82420
1197	16450	82402
1198	16464	82391
1199	16477	82373
1200	16493	82369
1201	16508	82362
1202	16522	82350
1203	16535	82335
1204	16551	82330
1205	16565	82320
1206	16624	82532
1207	16641	82533
1208	16659	82539
1209	16675	82534
1210	16690	82528
1211	16704	82517
1212	16719	82507
1213	16733	82497
1214	16747	82485
1215	16763	82481
1216	16778	82470
1217	16792	82459
1218	16805	82443
1219	16820	82436
1220	16833	82418
1221	16845	82394
1222	16859	82378
1223	16871	82356
1224	16883	82337
1225	16900	82337
1226	16913	82320
1227	16927	82308
1228	16940	82291
1229	16953	82273
1230	16967	82257
1231	16979	82237
1232	16992	82220
1233	17004	82197
1234	17019	82187
1235	17046	82239
1236	17105	82446
1237	17127	82470
1238	17138	82440
1239	17151	82422
1240	17162	82398
1241	17174	82373
1242	17185	82346
1243	17200	82336
1244	17211	82312
1245	17222	82282
1246	17233	82256
1247	17245	82233
1248	17256	82208
1249	17268	82185
1250	17279	82156
1251	17290	82131
1252	17301	82101
1253	17312	82075
1254	17325	82059
1255	17336	82032
1256	17348	82007
1257	17359	81982
1258	17370	81956
1259	17381	81929
1260	17392	81898
1261	17403	81873
1262	17414	81848
1263	17426	81824
1264	17438	81803
1265	17449	81776
1266	17463	81760
1267	17473	81732
1268	17484	81703
1269	17496	81681
1270	17508	81659
1271	17520	81639
1272	17533	81619
1273	17546	81603
1274	17559	81586
1275	17571	81564
1276	17584	81547
1277	17599	81539
1278	17614	81531
1279	17679	81752
1280	17696	81754
1281	17713	81756
1282	17730	81758
1283	17746	81754
1284	17761	81744
1285	17776	81735
1286	17790	81722
1287	17804	81708
1288	17819	81702
1289	17832	81685
1290	17848	81679
1291	17862	81668
1292	17876	81656
1293	17892	81650
1294	17910	81657
1295	17926	81649
1296	17941	81643
1297	17955	81631
1298	17969	81616
1299	17983	81605
1300	17999	81600
1301	18014	81589
1302	18033	81602
1303	18069	81684
1304	18083	81674
1305	18097	81658
1306	18119	81681
1307	18136	81681
1308	18151	81672
1309	18166	81665
1310	18180	81652
1311	18202	81674
1312	18227	81709
1313	18245	81715
1314	18263	81721
1315	18279	81714
1316	18293	81700
1317	18307	81690
1318	18321	81677
1319	18337	81673
1320	18351	81656
1321	18364	81641
1322	18378	81625
1323	18392	81611
1324	18405	81596
1325	18419	81582
1326	18435	81578
1327	18449	81563
1328	18461	81540
1329	18475	81526
1330	18490	81517
1331	18503	81500
1332	18517	81487
1333	18531	81475
1334	18544	81456
1335	18558	81441
1336	18572	81429
1337	18587	81420
1338	18600	81403
1339	18614	81391
1340	18632	81392
1341	18645	81376
1342	18658	81357
1343	18722	81560
1344	18744	81584
1345	18761	81584
1346	18775	81571
1347	18788	81552
1348	18801	81532
1349	18813	81510
1350	18825	81488
1351	18841	81485
1352	18855	81469
1353	18867	81448
1354	18881	81433
1355	18894	81416
1356	18908	81403
1357	18924	81395
1358	18937	81379
1359	18948	81355
1360	18964	81347
1361	18978	81336
1362	18991	81316
1363	19003	81295
1364	19015	81273
1365	19028	81255
1366	19041	81236
1367	19056	81226
1368	19072	81219
1369	19084	81201
1370	19098	81188
1371	19114	81182
1372	19128	81166
1373	19141	81150
1374	19158	81146
1375	19175	81148
1376	19192	81148
1377	19208	81140
1378	19224	81137
1379	19248	81164
1380	19267	81171
1381	19290	81197
1382	19304	81180
1383	19317	81164
1384	19330	81144
1385	19343	81128
1386	19354	81103
1387	19367	81084
1388	19382	81076
1389	19397	81063
1390	19409	81041
1391	19419	81012
1392	19431	80988
1393	19443	80967
1394	19455	80945
1395	19466	80919
1396	19479	80902
1397	19491	80881
1398	19503	80859
1399	19515	80833
1400	19531	80831
1401	19547	80825
1402	19560	80805
1403	19573	80790
1404	19586	80770
1405	19596	80742
1406	19607	80717
1407	19621	80702
1408	19637	80697
1409	19650	80678
1410	19667	80675
1411	19682	80668
1412	19694	80646
1413	19709	80637
1414	19779	80850
1415	19796	80848
1416	19807	80824
1417	19820	80803
1418	19831	80778
1419	19843	80757
1420	19854	80733
1421	19867	80711
1422	19882	80704
1423	19999	81108
1424	20013	81093
1425	20046	81155
1426	20058	81135
1427	20069	81108
1428	20082	81087
1429	20093	81062
1430	20106	81043
1431	20117	81016
1432	20129	80994
1433	20139	80966
1434	20150	80939
1435	20161	80911
1436	20172	80886
1437	20184	80863
1438	20203	80869
1439	20215	80847
1440	20226	80822
1441	20238	80797
1442	20249	80775
1443	20261	80752
1444	20275	80736
1445	20287	80715
1446	20299	80694
1447	20310	80666
1448	20323	80646
1449	20337	80634
1450	20357	80646
1451	20378	80657
1452	20395	80657
1453	20407	80633
1454	20421	80617
1455	20433	80598
1456	20446	80579
1457	20459	80562
1458	20472	80541
1459	20489	80540
1460	20503	80525
1461	20516	80508
1462	20529	80489
1463	20544	80480
1464	20557	80460
1465	20567	80432
1466	20580	80415
1467	20594	80401
1468	20609	80390
1469	20623	80376
1470	20640	80372
1471	20654	80360
1472	20666	80338
1473	20678	80316
1474	20692	80300
1475	20706	80284
1476	20719	80270
1477	20731	80248
1478	20744	80227
1479	20760	80222
1480	20775	80213
1481	20843	80406
1482	20860	80404
1483	20876	80395
1484	20890	80384
1485	20906	80375
1486	20919	80358
1487	20935	80352
1488	20949	80335
1489	20962	80317
1490	20975	80299
1491	20988	80281
1492	21001	80264
1493	21015	80251
1494	21031	80242
1495	21045	80230
1496	21059	80213
1497	21075	80206
1498	21087	80184
1499	21103	80178
1500	21117	80163
1501	21130	80145
1502	21142	80125
1503	21154	80103
1504	21166	80082
1505	21179	80062
1506	21192	80045
1507	21209	80040
1508	21223	80028
1509	21237	80012
1510	21250	79994
1511	21267	79991
1512	21280	79975
1513	21293	79957
1514	21307	79940
1515	21320	79924
1516	21334	79907
1517	21349	79900
1518	21362	79881
1519	21375	79863
1520	21388	79845
1521	21400	79821
1522	21410	79794
1523	21422	79773
1524	21435	79754
1525	21447	79734
1526	21460	79715
1527	21474	79700
1528	21486	79679
1529	21499	79661
1530	21514	79648
1531	21525	79626
1532	21538	79607
1533	21552	79591
1534	21564	79571
1535	21578	79555
1536	21591	79537
1537	21604	79519
1538	21616	79498
1539	21629	79480
1540	21644	79471
1541	21657	79451
1542	21667	79424
1543	21678	79399
1544	21690	79378
1545	21702	79355
1546	21714	79334
1547	21727	79314
1548	21740	79298
1549	21753	79279
1550	21764	79257
1551	21778	79241
1552	21790	79220
1553	21803	79204
1554	21816	79183
1555	21828	79164
1556	21898	79353
1557	21914	79343
1558	21927	79326
1559	21942	79315
1560	21955	79298
1561	21968	79281
1562	21983	79268
1563	21996	79252
1564	22009	79232
1565	22021	79213
1566	22034	79196
1567	22049	79184
1568	22061	79163
1569	22073	79139
1570	22085	79119
1571	22097	79098
1572	22110	79079
1573	22122	79059
1574	22134	79039
1575	22147	79020
1576	22161	79004
1577	22172	78979
1578	22184	78961
1579	22198	78945
1580	22212	78930
1581	22224	78910
1582	22235	78883
1583	22246	78859
1584	22260	78846
1585	22271	78821
1586	22282	78796
1587	22293	78772
1588	22305	78748
1589	22318	78731
1590	22381	78891
1591	22405	78912
1592	22419	78896
1593	22432	78879
1594	22448	78873
1595	22475	78904
1596	22491	78897
1597	22508	78890
1598	22527	78894
1599	22544	78893
1600	22560	78882
1601	22573	78866
1602	22586	78848
1603	22599	78831
1604	22612	78813
1605	22624	78790
1606	22635	78768
1607	22648	78748
1608	22659	78724
1609	22672	78705
1610	22688	78697
1611	22699	78675
1612	22712	78655
1613	22723	78631
1614	22735	78609
1615	22747	78588
1616	22758	78564
1617	22771	78545
1618	22783	78526
1619	22797	78508
1620	22809	78488
1621	22821	78467
1622	22833	78445
1623	22845	78426
1624	22858	78406
1625	22868	78380
1626	22882	78366
1627	22955	78553
1628	22967	78533
1629	22982	78520
1630	22995	78503
1631	23008	78484
1632	23021	78466
1633	23033	78447
1634	23045	78425
1635	23058	78408
1636	23073	78394
1637	23090	78390
1638	23104	78377
1639	23118	78362
1640	23134	78356
1641	23151	78352
1642	23167	78344
1643	23185	78343
1644	23203	78340
1645	23217	78328
1646	23234	78322
1647	23249	78312
1648	23263	78298
1649	23278	78285
1650	23294	78278
1651	23309	78268
1652	23323	78253
1653	23337	78237
1654	23354	78233
1655	23378	78251
1656	23392	78239
1657	23404	78216
1658	23417	78198
1659	23429	78179
1660	23444	78165
1661	23458	78151
1662	23470	78130
1663	23483	78114
1664	23497	78099
1665	23515	78096
1666	23530	78085
1667	23542	78066
1668	23559	78062
1669	23619	78198
1670	23707	78427
1671	23722	78416
1672	23756	78468
1673	23770	78453
1674	23784	78439
1675	23799	78426
