iter	RMSE
792	28133.84514
793	28125.48695
794	28122.84029
795	28119.19216
796	28116.14229
797	28109.17015
798	28102.53234
799	28096.04801
800	28090.87553
801	28085.22151
802	28078.14718
803	28070.04473
804	28063.78358
805	28058.03311
806	28054.62658
807	28044.84287
808	28038.45805
809	28034.83661
810	28031.4942
811	28028.10308
812	28022.38254
813	28019.09386
814	28015.53177
815	28012.42916
816	28008.58637
817	28005.00538
818	28001.52036
819	27996.99485
820	27991.88273
821	27985.26797
822	27980.38918
823	27976.66248
824	27973.21723
825	27968.98825
826	27963.27649
827	27956.30887
828	27953.42019
829	27949.11737
830	27944.98432
831	27938.29303
832	27934.10741
833	27926.27004
834	27923.05116
835	27918.71738
836	27912.23097
837	27908.61713
838	27904.85119
839	27901.7733
840	27898.38097
841	27893.70995
842	27889.43467
843	27886.81208
844	27882.99813
845	27878.11829
846	27874.68902
847	27872.31024
848	27867.41586
849	27862.92682
850	27857.05202
851	27849.54404
852	27847.0272
853	27844.42095
854	27840.74054
855	27835.31963
856	27830.80272
857	27828.57165
858	27823.98124
859	27820.63448
860	27814.98481
861	27811.6704
862	27803.07258
863	27800.27152
864	27798.20223
865	27794.53445
866	27792.13214
867	27788.22194
868	27785.16401
869	27780.19261
870	27776.26331
871	27772.92066
872	27767.73259
873	27763.62804
874	27759.7932
875	27756.97614
876	27752.5655
877	27747.60663
878	27740.73838
879	27737.74327
880	27730.37211
881	27724.09529
882	27720.89123
883	27713.21579
884	27708.85031
885	27704.14295
886	27695.29809
887	27691.27206
888	27686.22154
889	27681.31213
890	27673.04908
891	27665.70666
892	27662.02278
893	27658.60803
894	27656.30315
895	27652.54753
896	27648.67728
897	27644.12205
898	27635.98149
899	27632.00229
900	27627.94074
901	27625.14908
902	27620.56574
903	27616.37516
904	27612.64111
905	27604.97706
906	27600.6367
907	27597.05596
908	27594.03887
909	27591.3834
910	27586.75625
911	27581.71981
912	27575.73875
913	27573.36631
914	27570.7231
915	27566.33138
916	27563.1854
917	27558.45798
918	27552.61063
919	27545.0024
920	27541.49575
921	27539.00662
922	27531.67106
923	27528.33475
924	27524.36661
925	27518.50868
926	27512.6944
927	27510.48538
928	27506.87902
929	27503.2951
930	27497.8889
931	27494.54389
932	27490.95043
933	27487.3596
934	27483.94097
935	27481.51334
936	27476.66518
937	27470.73691
938	27465.83271
939	27463.79468
940	27461.18099
941	27456.64552
942	27451.94691
943	27449.20155
944	27443.74732
945	27439.22873
946	27430.8476
947	27427.23508
948	27423.44514
949	27421.15573
950	27418.40592
951	27411.68538
952	27407.35496
953	27404.53282
954	27399.61185
955	27394.00284
956	27390.16881
957	27386.74589
958	27384.37075
959	27377.53105
960	27371.04022
961	27366.30974
962	27363.35439
963	27357.08627
964	27353.38331
965	27350.08125
966	27344.42133
967	27341.51529
968	27337.72791
969	27333.05079
970	27328.07687
971	27322.63668
972	27316.91071
973	27314.58043
974	27311.11746
975	27307.67303
976	27300.08074
977	27297.72538
978	27291.43981
979	27288.65715
980	27285.74741
981	27281.11802
982	27278.583
983	27272.87172
984	27268.69754
985	27263.22595
986	27260.33197
987	27257.25978
988	27251.49155
989	27244.78983
990	27240.41425
991	27238.05661
992	27233.99256
993	27227.94299
994	27225.46139
995	27219.9379
996	27217.46301
997	27212.79154
998	27208.9229
999	27205.0489
1000	27198.9484
1001	27193.89983
1002	27190.57383
1003	27186.10063
1004	27180.68025
1005	27176.89414
1006	27174.19886
1007	27170.03177
1008	27167.08635
1009	27163.61125
1010	27157.26539
1011	27152.6397
1012	27147.3541
1013	27144.96231
1014	27141.5496
1015	27136.71132
1016	27133.90584
1017	27129.79246
1018	27126.15671
1019	27122.3414
1020	27118.32858
1021	27114.97597
1022	27112.55775
1023	27110.32007
1024	27104.30233
1025	27102.04252
1026	27098.23571
1027	27093.18856
1028	27090.28378
1029	27087.76555
1030	27084.81804
1031	27083.06948
1032	27081.28597
1033	27079.38197
1034	27075.54112
1035	27073.36221
1036	27070.57957
1037	27065.84227
1038	27060.28669
1039	27057.47917
1040	27053.86665
1041	27050.88933
1042	27045.83109
1043	27040.55705
1044	27036.67821
1045	27033.7508
1046	27031.62047
1047	27027.73685
1048	27025.09637
1049	27023.25309
1050	27019.55297
1051	27016.29808
1052	27012.66242
1053	27007.45543
1054	26999.14674
1055	26994.42801
1056	26991.82876
1057	26989.18473
1058	26983.46702
1059	26980.93026
1060	26976.13777
1061	26972.30096
1062	26969.47413
1063	26962.29848
1064	26960.30882
1065	26956.52858
1066	26950.75285
1067	26948.00926
1068	26942.56958
1069	26937.25482
1070	26934.85979
1071	26930.06991
1072	26927.60062
1073	26924.92754
1074	26922.10535
1075	26917.94028
1076	26913.34338
1077	26907.40498
1078	26904.09921
1079	26900.48508
1080	26896.82536
1081	26893.94637
1082	26888.15764
1083	26885.36539
1084	26880.65154
1085	26878.5083
1086	26874.57597
1087	26872.2689
1088	26866.38213
1089	26861.99212
1090	26858.75769
1091	26857.04495
1092	26853.236
1093	26848.47991
1094	26844.25798
1095	26839.70182
1096	26834.75152
1097	26829.12401
1098	26825.69763
1099	26821.86596
1100	26818.00056
1101	26813.90572
1102	26809.64481
1103	26807.5688
1104	26803.84205
1105	26799.29686
1106	26793.56288
1107	26790.52571
1108	26786.81604
1109	26784.54824
1110	26780.17842
1111	26776.13718
1112	26773.98165
1113	26770.13078
1114	26764.88391
1115	26761.18304
1116	26758.81254
1117	26756.37636
1118	26754.3832
1119	26749.8531
1120	26746.8522
1121	26741.14525
1122	26739.49006
1123	26736.0374
1124	26733.88399
1125	26731.16361
1126	26726.35227
1127	26723.72899
1128	26721.74728
1129	26719.61131
1130	26717.87876
1131	26715.21587
1132	26709.83957
1133	26708.31438
1134	26705.48757
1135	26702.60015
1136	26700.75225
1137	26694.0567
1138	26689.99015
1139	26686.57436
1140	26681.24459
1141	26676.06262
1142	26672.40113
1143	26667.55413
1144	26661.54612
1145	26657.58933
1146	26654.58452
1147	26650.55123
1148	26648.10511
1149	26644.90341
1150	26641.37542
1151	26637.63432
1152	26635.03828
1153	26633.25685
1154	26629.9924
1155	26628.50967
1156	26626.63312
1157	26623.54931
1158	26621.99217
1159	26620.5156
1160	26617.97212
1161	26614.97383
1162	26612.45695
1163	26610.43003
1164	26608.3408
1165	26605.52541
1166	26602.4186
1167	26598.34732
1168	26595.93118
1169	26593.3405
1170	26590.54256
1171	26589.11546
1172	26584.26096
1173	26579.2472
1174	26576.51757
1175	26573.32581
1176	26570.09416
1177	26567.32809
1178	26565.51376
1179	26561.5638
1180	26559.03222
1181	26557.64444
1182	26554.6616
1183	26552.41898
1184	26550.66148
1185	26547.37283
1186	26542.46157
1187	26538.96615
1188	26537.05794
1189	26535.0306
1190	26531.06303
1191	26526.63165
1192	26524.75068
1193	26521.29901
1194	26518.1785
1195	26514.59587
1196	26511.94295
1197	26508.01574
1198	26503.63691
1199	26501.46898
1200	26499.44589
1201	26497.41878
1202	26494.70689
1203	26490.51347
1204	26488.60471
1205	26486.41652
1206	26483.61464
1207	26481.22358
1208	26477.52368
1209	26474.32796
1210	26471.08901
1211	26469.35015
1212	26464.7826
1213	26462.84536
1214	26459.08406
1215	26456.57928
1216	26454.76246
1217	26451.3969
1218	26443.51966
1219	26442.0172
1220	26438.69616
1221	26435.00094
1222	26432.70011
1223	26431.06123
1224	26428.3194
1225	26421.54683
1226	26419.02309
1227	26415.91261
1228	26412.73892
1229	26409.72035
1230	26405.82025
1231	26402.57205
1232	26400.80408
1233	26399.00338
1234	26394.67357
1235	26390.97224
1236	26388.89887
1237	26385.71791
1238	26383.9653
1239	26381.09925
1240	26375.72709
1241	26373.69789
1242	26369.59556
1243	26367.22578
1244	26363.40976
1245	26360.48589
1246	26356.88727
1247	26351.94774
1248	26350.02695
1249	26345.77019
1250	26342.80167
1251	26340.70697
1252	26338.96658
1253	26334.58024
1254	26331.4353
1255	26329.08439
1256	26324.30673
1257	26320.24655
1258	26318.01983
1259	26313.63123
1260	26311.01615
1261	26307.60686
1262	26305.3495
1263	26303.18447
1264	26299.55384
1265	26296.72124
1266	26292.43172
1267	26290.04195
1268	26288.44409
1269	26285.14626
1270	26282.6471
1271	26278.44769
1272	26274.52965
1273	26271.63842
1274	26269.04313
1275	26264.81131
1276	26262.32133
1277	26259.94171
1278	26257.24831
1279	26253.55549
1280	26251.79738
1281	26248.21145
1282	26246.09505
1283	26242.5605
1284	26236.72082
1285	26235.00359
1286	26231.88813
1287	26230.5573
1288	26228.06203
1289	26226.0055
1290	26222.66802
1291	26219.61753
1292	26217.43293
1293	26215.46847
1294	26211.29559
1295	26208.4266
1296	26206.15993
1297	26202.70648
1298	26200.26326
1299	26196.54508
1300	26193.25611
1301	26190.64732
1302	26188.51946
1303	26184.23661
1304	26181.37552
1305	26180.3677
1306	26176.51633
1307	26174.15369
1308	26172.33287
1309	26169.4846
1310	26167.26125
1311	26164.10137
1312	26162.16512
1313	26159.37755
1314	26157.00337
1315	26154.09292
1316	26152.6106
1317	26149.33102
1318	26146.97906
1319	26144.87169
1320	26140.73614
1321	26138.10171
1322	26136.07833
1323	26133.61047
1324	26129.78776
1325	26127.08
1326	26125.19139
1327	26120.77597
1328	26118.37061
1329	26116.16811
1330	26112.88793
1331	26111.1361
1332	26107.52014
1333	26102.99611
1334	26101.5544
1335	26099.03315
1336	26096.0771
1337	26094.13173
1338	26092.58825
1339	26091.10989
1340	26088.09856
1341	26085.88097
1342	26083.65035
1343	26081.53345
1344	26076.76983
1345	26074.85928
1346	26073.15187
1347	26070.93721
1348	26067.95932
1349	26066.06257
1350	26065.39089
1351	26062.57073
1352	26060.93845
1353	26057.41082
1354	26055.57676
1355	26052.60423
1356	26050.48442
1357	26047.37929
1358	26043.51275
1359	26041.20132
1360	26036.78366
1361	26034.79964
1362	26032.72608
1363	26030.48255
1364	26029.69515
1365	26026.86085
1366	26023.89136
1367	26021.1183
1368	26018.52387
1369	26016.2551
1370	26012.51279
1371	26008.41724
1372	26007.09629
1373	26004.61273
1374	25998.94771
1375	25995.11241
1376	25991.49572
1377	25989.85495
1378	25985.87804
1379	25982.3332
1380	25980.07419
1381	25975.13786
1382	25973.5802
1383	25971.40372
1384	25969.86665
1385	25966.71414
1386	25965.35447
1387	25962.3488
1388	25960.55458
1389	25957.27792
1390	25953.52165
1391	25952.216
1392	25950.14639
1393	25947.38423
1394	25944.99315
1395	25943.96168
1396	25939.99385
1397	25936.47284
1398	25934.23004
1399	25931.90096
1400	25930.54892
1401	25928.65473
1402	25926.58897
1403	25924.61646
1404	25922.56666
1405	25920.59879
1406	25918.78478
1407	25915.57467
1408	25912.87278
1409	25911.4396
1410	25907.79178
1411	25905.8539
1412	25903.89929
1413	25900.62362
1414	25898.85134
1415	25895.43083
1416	25891.92787
1417	25887.93949
1418	25886.58564
1419	25884.68894
1420	25882.52008
1421	25880.06565
1422	25877.34484
1423	25873.71497
1424	25870.56936
1425	25867.82238
1426	25866.74124
1427	25863.07275
1428	25860.85108
1429	25856.68136
1430	25853.3747
1431	25851.54351
1432	25848.93795
1433	25846.38914
1434	25844.04619
1435	25842.77867
1436	25840.95567
1437	25839.35906
1438	25833.50239
1439	25830.80408
1440	25827.68244
1441	25826.08907
1442	25824.78992
1443	25821.39156
1444	25819.19511
1445	25816.78607
1446	25814.30526
1447	25812.96708
1448	25810.13458
1449	25807.51658
1450	25805.2023
1451	25800.74692
1452	25797.11583
1453	25794.55196
1454	25791.36377
1455	25789.44777
1456	25786.89998
1457	25785.57314
1458	25782.36127
1459	25778.91208
1460	25775.09375
1461	25772.20196
1462	25769.90623
1463	25766.68191
1464	25764.49823
1465	25763.23462
1466	25760.84997
1467	25758.5271
1468	25755.27656
1469	25753.51334
1470	25749.89924
1471	25745.41439
1472	25742.25432
1473	25739.30225
1474	25737.20701
1475	25735.34885
1476	25733.14055
1477	25730.39634
1478	25728.91679
1479	25727.78808
1480	25725.65859
1481	25723.6196
1482	25721.68487
1483	25718.36539
1484	25715.76974
1485	25714.13391
1486	25711.86418
1487	25709.16765
1488	25706.9371
1489	25704.29445
1490	25701.86686
1491	25699.43926
1492	25696.88662
1493	25694.23028
1494	25690.61336
1495	25687.26776
1496	25684.70985
1497	25682.31011
1498	25679.07613
1499	25674.83621
1500	25672.40051
1501	25670.56965
1502	25667.04385
1503	25664.82554
1504	25661.83166
1505	25659.84146
1506	25657.31048
1507	25655.08106
1508	25652.99059
1509	25649.23692
1510	25646.66593
1511	25641.65371
1512	25638.56396
1513	25636.20663
1514	25633.97085
1515	25631.67535
1516	25628.15656
1517	25624.41914
1518	25622.91222
1519	25621.22741
1520	25617.72046
1521	25616.3194
1522	25614.18495
1523	25612.07998
1524	25609.87549
1525	25608.23595
1526	25607.05818
1527	25605.46927
1528	25602.48209
1529	25598.82689
1530	25595.85171
1531	25590.28956
1532	25588.88457
1533	25586.66493
1534	25583.35635
1535	25580.5941
1536	25578.61398
1537	25576.60998
1538	25575.36748
1539	25572.13365
1540	25568.51035
1541	25566.74843
1542	25564.94697
1543	25564.28393
1544	25561.92265
1545	25556.52911
1546	25554.82171
1547	25553.55729
1548	25551.3571
1549	25549.63676
1550	25547.60885
1551	25545.00763
1552	25544.10673
1553	25541.4009
1554	25538.55228
1555	25537.13925
1556	25535.16663
1557	25531.51662
1558	25529.03272
1559	25525.47632
1560	25523.51545
1561	25520.97474
1562	25517.566
1563	25515.98202
1564	25515.05244
1565	25510.90593
1566	25508.56486
1567	25506.76464
1568	25504.91033
1569	25502.72313
1570	25499.89791
1571	25497.07782
1572	25493.31067
1573	25492.85528
1574	25491.79082
1575	25489.95326
1576	25487.23175
1577	25484.38271
1578	25481.15919
1579	25478.06054
1580	25475.80053
1581	25473.5249
1582	25468.58245
1583	25466.69161
1584	25464.66336
1585	25462.63465
1586	25459.97462
1587	25457.99807
1588	25455.65053
1589	25453.62312
1590	25449.81267
1591	25448.86447
1592	25446.83694
1593	25444.73832
1594	25442.68794
1595	25439.78786
1596	25437.70429
1597	25435.34029
1598	25432.99425
1599	25431.12651
1600	25428.79426
1601	25427.47475
1602	25426.40828
1603	25423.56244
1604	25421.52883
1605	25420.23315
1606	25419.26685
1607	25417.55467
1608	25415.3779
1609	25413.97562
1610	25411.97959
1611	25409.53396
1612	25407.44938
1613	25405.17479
1614	25401.63966
1615	25398.19159
1616	25396.71469
1617	25394.30593
1618	25392.58716
1619	25390.2771
1620	25388.41768
1621	25386.59245
1622	25384.42113
1623	25382.3981
1624	25379.3901
1625	25378.33982
1626	25376.54284
1627	25374.53097
1628	25372.96675
1629	25370.8781
1630	25367.99476
1631	25365.86672
1632	25362.50401
1633	25361.09608
1634	25359.48249
1635	25357.13715
1636	25354.98668
1637	25352.7099
1638	25349.05765
1639	25344.49482
1640	25341.49186
1641	25340.10544
1642	25337.06167
1643	25335.37013
1644	25333.82085
1645	25331.636
1646	25329.33498
1647	25326.20362
1648	25324.57486
1649	25322.94345
1650	25319.34342
1651	25317.29716
1652	25315.84634
1653	25313.53688
1654	25311.37545
1655	25310.27718
1656	25307.67426
1657	25306.01274
1658	25303.82862
1659	25301.41605
1660	25298.26454
1661	25293.33452
1662	25292.40775
1663	25290.63331
1664	25288.73111
1665	25284.87166
