iter	RMSE
1666	25283.16418
1667	25281.50035
1668	25279.96602
1669	25277.05029
1670	25274.44174
1671	25273.64944
1672	25270.48721
1673	25267.3675
1674	25263.75893
1675	25260.15366
1676	25258.78622
1677	25256.43535
1678	25253.02139
1679	25251.91918
1680	25249.90447
1681	25248.58014
1682	25247.59287
1683	25244.33266
1684	25242.84843
1685	25240.7141
1686	25238.84257
1687	25237.21237
1688	25234.31884
1689	25232.42307
1690	25230.74668
1691	25229.48264
1692	25226.65096
1693	25224.56664
1694	25222.0515
1695	25218.79138
1696	25216.79793
1697	25214.10063
1698	25211.31987
1699	25208.67892
1700	25205.87125
1701	25204.68574
1702	25203.10348
1703	25202.21076
1704	25199.57685
1705	25195.31087
1706	25193.25601
1707	25191.17325
1708	25188.89431
1709	25187.31338
1710	25185.49284
1711	25183.98717
1712	25182.49773
1713	25181.02466
1714	25180.31247
1715	25179.66811
1716	25178.29132
1717	25176.88672
1718	25174.62606
1719	25170.7248
1720	25169.49254
1721	25166.82702
1722	25165.20614
1723	25163.09432
1724	25161.2965
1725	25159.21986
1726	25158.06927
1727	25157.14735
1728	25153.82788
1729	25151.78833
1730	25149.5989
1731	25146.47147
1732	25144.85897
1733	25143.21102
1734	25140.08
1735	25138.17737
1736	25135.70895
1737	25134.43377
1738	25132.6417
1739	25130.60066
1740	25127.77806
1741	25125.43148
1742	25122.36983
1743	25119.38522
1744	25117.67566
1745	25115.88731
1746	25114.8154
1747	25111.25109
1748	25108.76814
1749	25106.07626
1750	25104.50519
1751	25101.97949
1752	25099.08027
1753	25096.36828
1754	25094.3747
1755	25093.35801
1756	25090.56388
1757	25088.35999
1758	25086.39983
1759	25085.00937
1760	25082.95086
1761	25081.47568
1762	25080.38397
1763	25078.60196
1764	25075.90234
1765	25073.41813
1766	25071.07855
1767	25067.50429
1768	25064.89785
1769	25062.20071
1770	25060.83044
1771	25058.81415
1772	25056.8368
1773	25054.9759
1774	25052.51943
1775	25051.0003
1776	25048.82882
1777	25046.35628
1778	25041.25073
1779	25039.57343
1780	25037.72724
1781	25036.62923
1782	25034.7924
1783	25032.6454
1784	25030.65468
1785	25029.12916
1786	25027.45585
1787	25025.78534
1788	25022.36547
1789	25019.96264
1790	25017.1527
1791	25015.56408
1792	25013.05343
1793	25010.96184
1794	25009.58556
1795	25007.86905
1796	25006.24129
1797	25003.99242
1798	25002.13476
1799	25000.3957
1800	24997.99505
1801	24993.84529
1802	24990.55988
1803	24988.54428
1804	24986.69254
1805	24983.88271
1806	24982.69517
1807	24981.75595
1808	24979.83009
1809	24977.90497
1810	24975.8314
1811	24974.73546
1812	24972.69064
1813	24970.75179
1814	24969.43697
1815	24967.7366
1816	24966.24135
1817	24964.96731
1818	24963.77403
1819	24958.97092
1820	24956.04246
1821	24954.0784
1822	24951.6253
1823	24948.76273
1824	24947.87016
1825	24945.94519
1826	24944.36288
1827	24942.62956
1828	24940.59715
1829	24937.93533
1830	24936.47989
1831	24934.86044
1832	24933.57954
1833	24930.58744
1834	24928.79153
1835	24926.98787
1836	24925.59974
1837	24923.24468
1838	24922.34256
1839	24919.75877
1840	24918.28909
1841	24917.58154
1842	24917.07678
1843	24914.50211
1844	24911.91142
1845	24910.29219
1846	24908.28235
1847	24905.95771
1848	24904.28073
1849	24903.16174
1850	24902.11823
1851	24899.29018
1852	24896.44039
1853	24894.79737
1854	24892.96889
1855	24890.88662
1856	24888.30324
1857	24885.9981
1858	24883.82723
1859	24882.03822
1860	24876.67415
1861	24872.94635
1862	24871.23014
1863	24869.16135
1864	24866.52716
1865	24864.05627
1866	24861.60594
1867	24860.90114
1868	24858.01981
1869	24856.70369
1870	24855.36935
1871	24853.72387
1872	24851.50058
1873	24849.34061
1874	24847.10616
1875	24842.78786
1876	24840.03544
1877	24838.34254
1878	24836.1692
1879	24831.22527
1880	24830.59746
1881	24828.18694
1882	24826.92119
1883	24825.26504
1884	24822.91615
1885	24822.44841
1886	24820.90461
1887	24818.66789
1888	24815.82578
1889	24812.74114
1890	24811.62174
1891	24810.6179
1892	24809.42587
1893	24808.00184
1894	24805.29599
1895	24803.52176
1896	24801.72803
1897	24797.22338
1898	24796.43589
1899	24793.41083
1900	24790.19017
1901	24788.65402
1902	24786.86584
1903	24785.20484
1904	24783.07504
1905	24781.03704
1906	24779.13773
1907	24776.48833
1908	24772.74285
1909	24770.16283
1910	24767.79082
1911	24765.31774
1912	24762.87223
1913	24759.89669
1914	24758.20785
1915	24755.9893
1916	24754.33634
1917	24752.62903
1918	24751.13642
1919	24748.21142
1920	24745.8162
1921	24743.54745
1922	24741.04184
1923	24739.06297
1924	24738.44356
1925	24736.01901
1926	24735.51494
1927	24733.13704
1928	24730.17902
1929	24727.99543
1930	24725.91897
1931	24721.58567
1932	24719.37644
1933	24717.51306
1934	24715.41637
1935	24713.47424
1936	24711.06779
1937	24709.9828
1938	24708.77636
1939	24707.17009
1940	24704.73788
1941	24703.14759
1942	24702.25332
1943	24700.53533
1944	24699.31947
1945	24696.98766
1946	24695.34469
1947	24694.5809
1948	24693.02101
1949	24692.29401
1950	24692.09724
1951	24690.61023
1952	24688.85826
1953	24686.43235
1954	24684.82025
1955	24683.86655
1956	24681.49222
1957	24679.981
1958	24678.82738
1959	24676.24614
1960	24672.28003
1961	24670.59228
1962	24664.10696
1963	24662.76582
1964	24660.72022
1965	24659.20697
1966	24657.59148
1967	24656.3416
1968	24655.76153
1969	24654.43097
1970	24652.75928
1971	24651.98952
1972	24649.72377
1973	24647.85847
1974	24647.1388
1975	24645.1489
1976	24643.55132
1977	24642.13402
1978	24640.25514
1979	24639.81461
1980	24638.24643
1981	24635.95114
1982	24634.73521
1983	24633.33892
1984	24631.63907
1985	24627.94482
1986	24626.15762
1987	24624.77222
1988	24621.90455
1989	24620.96283
1990	24619.74631
1991	24618.54334
1992	24616.57611
1993	24614.85179
1994	24612.92138
1995	24608.82906
1996	24604.68164
1997	24602.71142
1998	24601.17845
1999	24598.51964
2000	24596.38343
2001	24595.42421
2002	24591.08417
2003	24589.59879
2004	24586.88962
2005	24585.55932
2006	24583.04802
2007	24582.3066
2008	24580.41545
2009	24579.53646
2010	24578.17195
2011	24575.70055
2012	24574.9308
2013	24573.06715
2014	24570.71158
2015	24568.76901
2016	24566.5365
2017	24565.64974
2018	24563.47281
2019	24562.00618
2020	24560.85535
2021	24558.81264
2022	24554.43718
2023	24553.36911
2024	24552.00037
2025	24549.96249
2026	24548.65583
2027	24545.3255
2028	24543.13666
2029	24540.78239
2030	24540.14121
2031	24537.80217
2032	24536.43924
2033	24534.69582
2034	24533.36326
2035	24532.0177
2036	24529.45226
2037	24527.63805
2038	24525.71061
2039	24523.82357
2040	24522.03842
2041	24519.71053
2042	24518.1784
2043	24515.59892
2044	24511.55537
2045	24509.87231
2046	24508.93497
2047	24505.32844
2048	24502.71442
2049	24500.96127
2050	24498.99901
2051	24497.55147
2052	24495.85904
2053	24494.54318
2054	24492.6509
2055	24490.13292
2056	24488.8723
2057	24487.18572
2058	24486.22065
2059	24482.37411
2060	24481.6015
2061	24479.88893
2062	24478.42008
2063	24475.97748
2064	24474.1374
2065	24472.9842
2066	24470.90018
2067	24469.7514
2068	24468.1678
2069	24464.3393
2070	24462.35829
2071	24461.0753
2072	24459.89467
2073	24458.71742
2074	24456.96459
2075	24455.66687
2076	24454.39758
2077	24452.94171
2078	24451.27524
2079	24447.82986
2080	24446.62249
2081	24444.03401
2082	24441.29862
2083	24438.92389
2084	24437.59713
2085	24436.10619
2086	24434.80073
2087	24433.56588
2088	24431.8019
2089	24430.31157
2090	24429.61944
2091	24428.15066
2092	24425.04296
2093	24424.08183
2094	24422.12766
2095	24420.65635
2096	24418.16075
2097	24414.62644
2098	24411.59049
2099	24410.28572
2100	24406.82229
2101	24403.99151
2102	24402.42565
2103	24400.75599
2104	24399.36924
2105	24395.56131
2106	24393.16597
2107	24391.51164
2108	24390.00468
2109	24388.36049
2110	24385.50431
2111	24382.57277
2112	24381.05335
2113	24378.39456
2114	24376.2108
2115	24374.57932
2116	24373.46801
2117	24371.9419
2118	24369.16498
2119	24367.39789
2120	24366.04368
2121	24363.6453
2122	24362.74781
2123	24359.15417
2124	24357.53325
2125	24355.53225
2126	24354.21233
2127	24352.92081
2128	24351.13742
2129	24349.4301
2130	24346.94148
2131	24345.21827
2132	24342.62638
2133	24341.27543
2134	24337.85159
2135	24335.68301
2136	24334.22736
2137	24332.06138
2138	24329.93848
2139	24328.02692
2140	24326.35715
2141	24325.52878
2142	24323.58486
2143	24321.9888
2144	24320.64397
2145	24317.29211
2146	24315.19718
2147	24312.49965
2148	24310.67966
2149	24308.93285
2150	24307.31683
2151	24305.57373
2152	24303.34544
2153	24300.3907
2154	24297.09872
2155	24295.2572
2156	24293.96187
2157	24292.05154
2158	24290.12792
2159	24288.02078
2160	24286.73562
2161	24285.09962
2162	24284.02388
2163	24281.2054
2164	24279.64819
2165	24277.57903
2166	24275.91752
2167	24273.61178
2168	24272.33557
2169	24271.00882
2170	24269.53177
2171	24267.66021
2172	24265.54189
2173	24262.0196
2174	24261.05302
2175	24258.58493
2176	24257.04026
2177	24256.142
2178	24255.14354
2179	24253.29862
2180	24251.19113
2181	24247.62304
2182	24246.17727
2183	24243.15583
2184	24241.64806
2185	24239.63255
2186	24237.72053
2187	24235.54157
2188	24234.6383
2189	24233.64492
2190	24232.47945
2191	24231.83857
2192	24230.71529
2193	24229.14504
2194	24228.12297
2195	24226.45295
2196	24222.89292
2197	24221.47858
2198	24220.78775
2199	24219.6382
2200	24218.43874
2201	24216.52097
2202	24214.04085
2203	24211.84841
2204	24210.20746
2205	24209.40052
2206	24208.03145
2207	24207.07134
2208	24205.52015
2209	24203.99777
2210	24202.03503
2211	24198.72821
2212	24196.77752
2213	24195.38508
2214	24193.96437
2215	24192.18537
2216	24190.73104
2217	24189.37392
2218	24187.6737
2219	24186.16062
2220	24185.10267
2221	24181.72134
2222	24179.56278
2223	24178.20166
2224	24177.05878
2225	24174.70089
2226	24173.50602
2227	24171.36359
2228	24169.41112
2229	24168.02967
2230	24166.68522
2231	24163.2438
2232	24159.99789
2233	24159.28905
2234	24158.6462
2235	24158.61629
2236	24156.94006
2237	24153.74151
2238	24152.98176
2239	24151.12169
2240	24148.90973
2241	24148.28304
2242	24147.58268
2243	24145.71815
2244	24142.54707
2245	24141.03704
2246	24140.30347
2247	24139.25809
2248	24138.03668
2249	24135.62156
2250	24133.74312
2251	24131.76021
2252	24128.59798
2253	24127.01198
2254	24125.57331
2255	24123.9804
2256	24122.96509
2257	24121.22825
2258	24118.14938
2259	24116.62777
2260	24114.82061
2261	24111.88929
2262	24109.20938
2263	24108.15637
2264	24106.74543
2265	24105.27812
2266	24103.47559
2267	24102.52204
2268	24101.51242
2269	24099.76829
2270	24098.47321
2271	24096.93972
2272	24094.39417
2273	24092.91831
2274	24091.74842
2275	24090.83651
2276	24088.74016
2277	24085.85237
2278	24082.89053
2279	24079.88891
2280	24078.30812
2281	24075.94046
2282	24074.40238
2283	24072.90064
2284	24071.60241
2285	24069.78639
2286	24069.18441
2287	24067.90503
2288	24066.15256
2289	24065.20298
2290	24063.84362
2291	24060.66916
2292	24058.99301
2293	24057.62462
2294	24056.16377
2295	24054.66502
2296	24052.61467
2297	24051.33159
2298	24049.14489
2299	24046.77139
2300	24045.604
2301	24044.70423
2302	24042.0879
2303	24038.65821
2304	24035.83875
2305	24034.58593
2306	24033.8424
2307	24032.44446
2308	24029.8497
2309	24028.54608
2310	24026.26297
2311	24025.1556
2312	24021.699
2313	24021.10548
2314	24020.33507
2315	24018.78462
2316	24016.9631
2317	24014.93423
2318	24013.72066
2319	24011.49459
2320	24011.1815
2321	24009.35663
2322	24008.8072
2323	24007.3036
2324	24006.01895
2325	24004.9361
2326	24004.33826
2327	24002.85565
2328	24000.85326
2329	23999.75948
2330	23998.43709
2331	23997.52813
2332	23995.49397
2333	23993.72695
2334	23991.15602
2335	23988.6315
2336	23987.04675
2337	23985.5784
2338	23983.71758
2339	23982.35301
2340	23979.58715
2341	23976.63522
2342	23975.8838
2343	23974.15867
2344	23972.61852
2345	23970.97627
2346	23969.38293
2347	23966.70046
2348	23965.43967
2349	23963.98459
2350	23961.17685
2351	23959.74435
2352	23958.77927
2353	23956.89023
2354	23955.53449
2355	23954.1673
2356	23952.94063
2357	23950.67815
2358	23948.72021
2359	23946.55365
2360	23944.96143
2361	23944.1144
2362	23940.37779
2363	23938.87308
2364	23937.49851
2365	23935.73925
2366	23935.52694
2367	23934.8927
2368	23933.29337
2369	23931.47293
2370	23929.3594
2371	23927.57291
2372	23925.10156
2373	23923.09677
2374	23922.15919
2375	23920.48146
2376	23918.49857
2377	23917.43887
2378	23915.20244
2379	23913.5051
2380	23912.43415
2381	23910.71277
2382	23908.90395
2383	23908.62346
2384	23906.375
2385	23905.05226
2386	23903.53222
2387	23903.07684
2388	23897.15197
2389	23895.03106
2390	23893.62061
2391	23890.98383
2392	23889.78867
2393	23888.21703
2394	23886.69806
2395	23883.95936
2396	23882.82872
2397	23877.31585
2398	23871.57454
2399	23870.66932
2400	23866.13472
2401	23865.03253
2402	23862.60401
2403	23860.57874
2404	23859.33764
2405	23857.86832
2406	23857.26438
2407	23854.85791
2408	23853.38242
2409	23851.30758
2410	23847.08727
2411	23845.45197
2412	23844.05153
2413	23841.54271
2414	23840.52543
2415	23839.4328
2416	23836.87908
2417	23835.48083
2418	23834.08455
2419	23831.75205
2420	23830.70129
2421	23827.71217
2422	23826.6678
2423	23825.96496
2424	23823.46628
2425	23822.73376
2426	23821.84932
2427	23820.88897
2428	23818.7392
2429	23816.48958
2430	23814.80738
2431	23812.42371
2432	23810.91102
2433	23808.14996
2434	23806.43467
2435	23805.0572
2436	23803.07688
2437	23801.23955
2438	23799.54188
2439	23798.29745
2440	23797.17039
2441	23795.99265
2442	23794.63877
2443	23792.53568
2444	23790.90618
2445	23788.95051
2446	23784.84891
2447	23783.46001
2448	23782.62755
2449	23781.24752
2450	23779.78756
2451	23778.39271
2452	23776.92791
2453	23775.35941
2454	23773.7129
2455	23772.92245
2456	23768.13362
2457	23766.31927
2458	23763.0751
2459	23762.29996
2460	23760.45784
2461	23758.7811
2462	23757.19447
2463	23756.46347
2464	23754.49402
2465	23751.95628
2466	23751.00103
2467	23748.72462
2468	23747.60423
2469	23746.31718
2470	23744.84471
2471	23743.06371
2472	23741.65179
2473	23739.45908
2474	23737.91316
2475	23736.8107
2476	23735.18886
2477	23733.90888
2478	23733.34351
2479	23732.33238
2480	23731.02716
2481	23729.49422
2482	23728.08984
2483	23725.04547
2484	23723.11065
2485	23721.54501
2486	23719.85846
2487	23718.00167
2488	23717.04208
2489	23715.90111
2490	23714.05942
2491	23712.84349
2492	23711.02286
2493	23710.00611
2494	23708.16183
2495	23706.50627
2496	23705.49644
2497	23704.34179
2498	23702.60252
2499	23701.69858
2500	23700.45803
2501	23699.60511
2502	23697.83739
2503	23696.50681
2504	23694.99912
2505	23692.99133
2506	23692.14763
2507	23690.34719
2508	23688.80167
2509	23686.82138
2510	23685.88208
2511	23684.88373
2512	23683.25411
2513	23680.51267
2514	23679.75646
2515	23678.01815
2516	23676.73419
2517	23675.32019
2518	23673.7024
2519	23672.14195
2520	23670.93366
2521	23668.4706
2522	23667.79683
2523	23665.66898
2524	23663.42299
2525	23662.20063
2526	23660.79184
2527	23660.0414
2528	23658.48545
2529	23656.97492
2530	23652.83652
2531	23650.92208
2532	23648.8618
2533	23647.64779
2534	23645.92505
2535	23644.76116
2536	23643.2574
2537	23640.94728
2538	23639.02159
2539	23637.01987
2540	23636.01313
2541	23634.63666
2542	23633.70261
2543	23632.7661
2544	23631.77093
2545	23631.10037
2546	23630.25098
2547	23628.91466
2548	23627.81026
2549	23623.95624
2550	23622.82067
2551	23620.95358
2552	23618.56731
2553	23616.87327
2554	23615.60379
2555	23613.99275
2556	23612.9017
2557	23611.29788
2558	23610.01761
2559	23608.82787
2560	23607.26868
2561	23605.84763
2562	23603.34527
2563	23601.61601
2564	23600.46894
2565	23598.25318
2566	23596.10228
2567	23595.24321
2568	23594.16119
2569	23592.62335
2570	23591.56358
2571	23591.01167
2572	23588.17256
2573	23585.95975
2574	23584.49211
2575	23582.93429
2576	23581.27768
2577	23579.66564
2578	23578.07327
2579	23576.689
2580	23575.62553
2581	23574.19014
2582	23571.82963
2583	23570.26972
2584	23567.99867
2585	23565.86666
2586	23564.54729
2587	23562.15226
2588	23560.3614
2589	23558.76189
2590	23555.63725
2591	23553.93247
2592	23551.85725
2593	23549.65072
2594	23548.30385
2595	23546.96888
2596	23545.70652
2597	23544.52356
2598	23541.69755
2599	23540.42857
2600	23539.0466
2601	23537.74573
2602	23535.78232
2603	23534.46367
2604	23533.33953
2605	23531.50017
2606	23529.77978
2607	23526.56585
2608	23524.14141
2609	23522.75011
2610	23521.33549
2611	23519.56313
2612	23518.7115
2613	23517.41377
2614	23516.15854
2615	23515.26586
2616	23512.24824
2617	23510.22894
2618	23508.7601
2619	23507.20848
2620	23506.02297
2621	23502.33496
2622	23501.20571
2623	23498.14273
2624	23496.58312
2625	23494.58751
2626	23493.06613
2627	23491.45761
2628	23490.71958
2629	23488.42911
2630	23487.53974
2631	23486.0392
2632	23484.58627
2633	23483.1565
2634	23481.53448
2635	23479.88389
2636	23478.65773
2637	23477.82802
2638	23474.41545
2639	23473.00311
2640	23472.14872
2641	23469.65118
2642	23468.04713
2643	23467.03073
2644	23465.95398
2645	23465.08584
2646	23464.31877
2647	23462.57145
2648	23461.90497
2649	23460.89247
2650	23458.37495
2651	23457.09758
2652	23455.91097
2653	23453.69429
2654	23452.42078
2655	23451.23924
2656	23450.17196
2657	23448.35543
2658	23447.29996
2659	23446.11271
2660	23443.997
2661	23442.70841
2662	23441.1641
2663	23438.24072
2664	23436.39975
2665	23434.04621
2666	23432.4102
2667	23430.89587
2668	23429.32916
2669	23427.76779
2670	23427.17896
2671	23425.50871
2672	23422.44521
2673	23420.87775
2674	23419.98798
2675	23419.10766
2676	23416.54381
2677	23415.91605
2678	23414.35959
2679	23413.01809
2680	23410.34078
2681	23407.93918
2682	23407.67968
2683	23405.94131
2684	23403.97822
2685	23403.35062
2686	23401.86971
2687	23400.74132
2688	23399.13947
2689	23397.51202
2690	23395.67118
2691	23394.4986
2692	23393.37539
2693	23391.80932
2694	23391.30299
2695	23388.86077
2696	23387.98044
2697	23386.09083
2698	23383.68701
2699	23382.31684
2700	23379.10887
2701	23377.36966
2702	23374.88046
2703	23372.59605
2704	23371.50854
2705	23368.73655
2706	23367.50612
2707	23366.48385
2708	23365.03581
2709	23364.11961
2710	23362.45992
2711	23360.66259
2712	23357.36814
2713	23354.66729
2714	23353.3441
2715	23351.36378
2716	23350.16571
2717	23348.70592
2718	23346.40718
2719	23345.0986
2720	23342.64504
2721	23341.90672
2722	23339.65262
2723	23338.40927
2724	23337.77128
2725	23336.61334
2726	23333.40062
2727	23331.99189
2728	23330.61235
2729	23329.80491
2730	23329.48864
2731	23328.99325
2732	23328.21615
2733	23327.47568
2734	23325.52777
2735	23323.86971
2736	23322.65697
2737	23321.17523
2738	23319.6498
2739	23318.5769
2740	23315.18343
2741	23313.64538
2742	23312.60323
2743	23310.89093
2744	23309.9217
2745	23308.58632
2746	23307.14211
2747	23305.56811
2748	23303.7818
2749	23302.32556
2750	23300.45311
2751	23299.38399
2752	23298.61427
2753	23297.2826
2754	23296.73581
2755	23294.8747
2756	23293.72244
2757	23292.42488
2758	23290.76695
2759	23290.06561
2760	23288.67651
2761	23287.62435
2762	23286.38442
2763	23285.70815
2764	23284.88658
2765	23283.13947
2766	23282.03354
2767	23280.94434
2768	23279.16563
2769	23278.70547
2770	23277.71353
2771	23276.40055
2772	23275.81636
2773	23274.7251
2774	23273.05852
2775	23271.00663
2776	23269.9209
2777	23268.49926
2778	23267.28031
2779	23266.88789
2780	23264.72056
2781	23262.47187
2782	23259.88399
2783	23258.6505
2784	23257.42206
2785	23255.94893
2786	23254.28547
2787	23253.12798
2788	23251.56095
2789	23250.14801
2790	23246.66107
2791	23245.95812
2792	23244.6041
2793	23243.52377
2794	23241.72453
2795	23240.65791
2796	23239.54214
2797	23238.23072
2798	23236.62782
2799	23235.15971
2800	23234.18141
2801	23232.20699
2802	23231.25295
2803	23230.14511
2804	23227.59116
2805	23226.65005
2806	23224.87721
2807	23222.62246
2808	23221.06515
2809	23219.82577
2810	23218.72594
2811	23217.77792
2812	23216.77683
2813	23215.31554
2814	23212.90357
2815	23211.87974
2816	23208.70588
2817	23206.68306
2818	23205.65203
2819	23204.37298
2820	23202.9586
2821	23201.29668
2822	23199.61174
2823	23198.79868
2824	23197.08161
2825	23195.32715
2826	23193.78392
2827	23192.6242
2828	23191.15008
2829	23188.56063
2830	23186.80178
2831	23185.51798
2832	23183.51047
2833	23182.4852
2834	23181.19213
2835	23180.32889
2836	23179.29498
2837	23178.28551
2838	23176.89407
2839	23174.96115
2840	23173.7744
2841	23172.67681
2842	23171.27369
2843	23169.97485
2844	23168.72644
2845	23167.75853
2846	23166.5908
2847	23164.58374
2848	23163.17245
2849	23161.1631
2850	23160.21039
2851	23159.20676
2852	23157.63339
2853	23155.7503
2854	23154.26286
2855	23152.55549
2856	23151.13199
2857	23150.22712
2858	23148.16655
2859	23146.31022
2860	23144.90079
2861	23143.47262
2862	23142.24153
2863	23141.52441
2864	23140.37693
2865	23138.32884
2866	23137.68144
2867	23136.82573
2868	23135.5153
2869	23134.0273
2870	23132.70247
2871	23131.79577
2872	23130.73322
2873	23128.33162
2874	23127.38825
2875	23126.05588
2876	23125.00901
2877	23124.10184
2878	23122.96034
2879	23121.83412
2880	23119.95052
2881	23118.00906
2882	23116.11425
2883	23115.06847
2884	23113.23517
2885	23112.12801
2886	23110.73504
2887	23108.69771
2888	23107.11072
2889	23105.05537
2890	23103.26382
2891	23102.21428
2892	23099.12654
2893	23097.56891
2894	23096.77358
2895	23095.85313
2896	23094.54097
2897	23093.22081
2898	23091.86653
2899	23089.50128
2900	23088.34043
2901	23087.63009
2902	23086.3904
2903	23084.19019
2904	23083.44593
2905	23081.82112
2906	23080.62551
2907	23078.28754
2908	23077.3027
2909	23075.86327
2910	23075.09267
2911	23073.9821
2912	23073.33569
2913	23071.51695
2914	23070.37469
2915	23068.23514
2916	23066.00448
2917	23064.55222
2918	23063.09744
2919	23062.08784
2920	23060.49732
2921	23057.71261
2922	23056.10134
2923	23052.62475
2924	23051.3944
2925	23048.51481
2926	23047.16868
2927	23045.38462
2928	23044.26642
2929	23041.15329
2930	23038.43671
2931	23037.46609
2932	23034.24899
2933	23032.89722
2934	23031.27836
2935	23030.49699
2936	23029.33876
2937	23027.75289
2938	23026.71842
2939	23025.39854
2940	23023.1778
2941	23021.9391
2942	23020.58013
2943	23018.92057
2944	23017.96605
2945	23016.81227
2946	23014.95841
2947	23013.98948
2948	23012.38558
2949	23011.89765
2950	23010.63567
2951	23008.38198
2952	23007.21518
2953	23005.52321
2954	23003.58455
2955	23001.91628
2956	23001.46436
2957	23000.55161
2958	22999.22103
2959	22998.239
2960	22997.66982
2961	22996.50952
2962	22995.5796
2963	22994.43689
2964	22993.58571
2965	22992.63901
2966	22990.02948
2967	22987.78551
2968	22986.16593
2969	22984.88836
2970	22983.77789
2971	22983.06791
2972	22981.05987
2973	22979.78877
2974	22978.05691
2975	22976.9392
2976	22974.26249
2977	22973.01806
2978	22971.58254
2979	22970.20154
2980	22969.42853
2981	22968.4463
2982	22967.64336
2983	22966.1706
2984	22964.7145
2985	22963.68495
2986	22962.90522
2987	22961.93653
2988	22960.63816
2989	22959.48645
2990	22958.1705
2991	22957.1711
2992	22956.52436
2993	22955.53021
2994	22954.64902
2995	22953.29191
2996	22951.85324
2997	22951.22366
2998	22949.18985
2999	22948.32408
3000	22946.41874
3001	22944.7517
3002	22943.85242
3003	22943.2178
3004	22939.85735
3005	22937.76178
3006	22935.90834
3007	22935.067
3008	22932.94126
3009	22931.91582
3010	22930.29857
3011	22929.26408
3012	22928.33796
3013	22927.95947
3014	22927.02392
3015	22925.71468
3016	22924.35632
3017	22923.46635
3018	22923.10792
3019	22921.18101
3020	22920.02116
3021	22918.92133
3022	22917.08377
3023	22916.02395
3024	22914.85625
3025	22914.10074
3026	22913.46607
3027	22912.1238
3028	22911.67812
3029	22910.22724
3030	22909.06517
3031	22907.93137
3032	22906.75179
3033	22906.62512
3034	22905.41961
3035	22904.84964
3036	22903.56117
3037	22900.46098
3038	22898.99982
3039	22897.9498
3040	22896.38684
3041	22895.16413
3042	22894.35536
3043	22893.19674
3044	22891.77252
3045	22891.05135
3046	22889.90186
3047	22889.26712
3048	22888.58369
3049	22887.14918
3050	22886.87011
3051	22885.61673
3052	22883.95742
3053	22882.39098
3054	22881.99958
3055	22880.75472
3056	22878.85333
3057	22877.43794
3058	22876.13371
3059	22874.69263
3060	22872.99351
3061	22869.86222
3062	22869.16729
3063	22867.15896
3064	22866.49936
3065	22864.24678
3066	22862.8006
3067	22861.89985
3068	22858.95083
3069	22857.75249
3070	22855.72692
3071	22854.92715
3072	22853.904
3073	22852.03879
3074	22849.96999
3075	22848.94683
3076	22847.21256
3077	22846.06672
3078	22844.71062
3079	22844.34321
3080	22843.82715
3081	22842.87798
3082	22841.60371
3083	22839.75515
3084	22839.38932
3085	22838.43489
3086	22836.83546
3087	22835.28387
3088	22832.74549
3089	22831.88261
3090	22831.72799
3091	22828.83686
3092	22827.6275
3093	22826.71989
3094	22825.11546
3095	22823.92369
3096	22822.13361
3097	22820.50977
3098	22819.15967
3099	22817.6476
3100	22817.0822
3101	22815.12784
3102	22814.07289
3103	22813.48183
3104	22812.06256
3105	22810.77206
3106	22810.65143
3107	22809.75595
3108	22808.5868
3109	22807.81312
3110	22807.36354
3111	22805.65843
3112	22804.9124
3113	22804.27493
3114	22803.72313
3115	22802.96346
3116	22800.53353
3117	22799.00679
3118	22797.58902
3119	22796.62572
3120	22795.93681
3121	22794.86113
3122	22793.62098
3123	22792.73599
3124	22792.10165
3125	22790.99202
3126	22788.73906
3127	22788.12933
3128	22787.2223
3129	22785.79411
3130	22785.70347
3131	22784.53345
3132	22782.8235
3133	22781.26184
3134	22780.7871
3135	22779.60608
3136	22778.51865
3137	22777.89792
3138	22776.72017
3139	22775.56186
3140	22774.59567
3141	22772.87306
3142	22771.86234
3143	22771.71759
3144	22770.10818
3145	22769.13579
3146	22767.30969
3147	22764.77643
3148	22763.65946
3149	22762.69893
3150	22760.05495
3151	22758.77004
3152	22757.46107
3153	22756.34784
3154	22755.40693
3155	22754.28401
3156	22753.20123
3157	22751.70808
3158	22750.75573
3159	22749.66491
3160	22748.86481
3161	22746.84624
3162	22746.63888
3163	22745.62577
3164	22745.02069
3165	22744.2747
3166	22743.31401
3167	22740.88383
3168	22739.45934
3169	22738.1266
3170	22737.27934
3171	22736.76705
3172	22735.52474
3173	22733.90424
3174	22732.9663
3175	22731.28923
3176	22730.77362
3177	22729.9459
3178	22729.12361
3179	22727.69214
3180	22726.49981
3181	22725.79108
3182	22723.9551
3183	22722.36733
3184	22720.38009
3185	22718.15689
3186	22717.05567
3187	22716.13642
3188	22714.96233
3189	22713.9702
3190	22711.64564
3191	22711.11221
3192	22709.85859
3193	22707.99031
3194	22706.76007
3195	22705.9745
3196	22705.4907
3197	22703.97744
3198	22702.8779
3199	22702.02927
3200	22700.91583
3201	22699.12417
3202	22697.85967
3203	22696.54857
3204	22694.40261
3205	22692.3935
3206	22690.31022
3207	22687.2139
3208	22686.12483
3209	22684.48909
3210	22683.53544
3211	22681.30447
3212	22680.26822
3213	22679.57966
3214	22678.74205
3215	22676.93906
3216	22675.72208
3217	22674.88341
3218	22672.81404
3219	22671.55412
3220	22669.37515
